id,SQ3,HQ2,SQ4,SQ5,SQ8,DQ1,DQ3,DQ3_1,DQ4,'brand_loyalty','cooking_convenience','health_orientation','hmr_preference','premium_orientation','price_sensitivity','variety_seeking',cluster,'brand_loyalty'_scaled,'cooking_convenience'_scaled,'health_orientation'_scaled,'hmr_preference'_scaled,'premium_orientation'_scaled,'price_sensitivity'_scaled,'variety_seeking'_scaled,cluster_scaled
4D054003,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,800-900만원 미만,0.15854682906341874,0.21645063833934317,0.07504124109367871,0.136783988957902,0.08833041369087723,0.18335262345679013,0.17059842729574837,0,0.503731343283582,0.7745208568207441,0.33478735005452565,0.8237022526934379,0.3814332247557003,0.48628948281846573,0.31304347826086953,0.0
4D054006,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,"1,000만원 이상",0.13439731205375893,0.24422570899522467,0.03766101575936261,0.1388543823326432,0.057472038808785875,0.16425540123456792,0.1412768226042916,0,0.41791044776119396,0.8816234498308907,0.04443838604143949,0.8383937316356511,0.23224755700325733,0.4175633460603957,0.21739130434782608,0.0
1C000357,여자,50대,판매 종사자,고졸(대학 재학 포함),인천광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.08882822343553129,0.11509599454244226,0.1436594012144186,0.136783988957902,0.12505053227327853,0.12297453703703705,0.11728641876582702,2,0.2559701492537313,0.3836903419767005,0.8677753544165757,0.8237022526934379,0.5589576547231271,0.26900381811870877,0.13913043478260875,0.6666666666666666
1F000278,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),광주광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.11507769844603108,0.16577331644089272,0.10392755607033802,0.136783988957902,0.06879126802317746,0.11188271604938273,0.16793282686925232,1,0.3492537313432835,0.5791055993987223,0.5591603053435116,0.8237022526934379,0.28697068403908793,0.22908712252690042,0.30434782608695654,0.3333333333333333
4I208004,여자,60대 이상,농림어업 숙련 종사자,중졸 이하,경상북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,100만원 미만,0.1123477530449391,0.1423837832569925,0.08462321434839072,0.13126293995859212,0.07532677536720118,0.10792824074074076,0.2452352392376383,1,0.3395522388059701,0.4889139421270199,0.4092148309705561,0.7845249755142016,0.3185667752442997,0.21485595279416872,0.5565217391304348,0.3333333333333333
4K185025,여자,50대,서비스 종사자,중졸 이하,전라북도,1인 가구,기혼,맞벌이 하지 않음,100-200만원 미만,0.12893742125157498,0.13556183607835495,0.11308834368748026,0.13402346445824706,0.0962808246866999,0.1518132716049383,0.16126882580301213,1,0.3985074626865671,0.46260804208944006,0.6303162486368593,0.8041136141038197,0.41986970684039093,0.3727872266574106,0.28260869565217395,0.3333333333333333
1H001250,여자,50대,주부,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 하지 않음,500-600만원 미만,0.10919781604367913,0.15018029431829258,0.10297988838580605,0.15610766045548655,0.12215334860530926,0.1304976851851852,0.2572304411568706,3,0.32835820895522383,0.5189778278842541,0.5517993456924755,0.960822722820764,0.5449511400651467,0.29607775078097887,0.5956521739130435,1.0
1F000289,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),광주광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,100-200만원 미만,0.10289794204115918,0.06334665237306306,0.1057877926362711,0.026224982746721876,0.07883034631451287,0.09741512345679013,0.17992802878848463,1,0.3059701492537313,0.18414130026305897,0.5736095965103598,0.03917727717923605,0.3355048859934854,0.17702186740715029,0.34347826086956523,0.3333333333333333
3B043025,남자,20대,학생,고졸(대학 재학 포함),부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,100-200만원 미만,0.22154556908861822,0.12191794172107982,0.07440946263732406,0.13126293995859212,0.11218164667834524,0.16772762345679013,0.2145808343329335,1,0.7276119402985074,0.4099962420142803,0.3298800436205016,0.7845249755142016,0.496742671009772,0.4300590072891357,0.4565217391304348,0.3333333333333333
3B027008,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,100만원 미만,0.18458630827383454,0.13946009160900497,0.07837562739110597,0.1285024154589372,0.06697210618515025,0.17901234567901234,0.2669598827135813,1,0.5962686567164179,0.47763998496805704,0.3606870229007634,0.7649363369245838,0.2781758957654723,0.4706699062825407,0.6273913043478262,0.3333333333333333
1H001266,여자,50대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 함,"900-1,000만원 미만",0.09302813943721125,0.19208654127278044,0.08434242392334422,0.15610766045548655,0.10591564479180703,0.18123070987654322,0.22257763561242172,0,0.27089552238805964,0.6805712138293873,0.4070338058887677,0.960822722820764,0.4664495114006515,0.4786532454009025,0.482608695652174,0.0
4K185003,여자,50대,사무 종사자,고졸(대학 재학 포함),전라북도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.1854262914741705,0.12552382808693113,0.13270857463760488,0.1336093857832988,0.1351569869289853,0.17235725308641975,0.21191523390643743,2,0.5992537313432835,0.4239007891770012,0.7827153762268267,0.8011753183153769,0.6078175895765473,0.4467198889274556,0.4478260869565217,0.6666666666666666
3B027012,남자,20대,기능원 및 관련 기능 종사자,대학교 졸업(전문대졸/대학원생 포함),부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1627467450650987,0.143358347139655,0.09013372643992841,0.136783988957902,0.08051475542379732,0.13898533950617284,0.19992003198720512,1,0.5186567164179104,0.49267192784667413,0.45201744820065437,0.8237022526934379,0.34364820846905536,0.3266227004512322,0.408695652173913,0.3333333333333333
1C000362,여자,60대 이상,주부,고졸(대학 재학 포함),인천광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.17660646787064258,0.11217230289445473,0.1107718226808466,0.13954451345755692,0.09291200646813098,0.11651234567901235,0.10835665733706518,3,0.5679104477611939,0.37241638481773764,0.6123227917121047,0.8432908912830557,0.40358306188925086,0.24574800416522044,0.11000000000000001,1.0
1H001270,여자,40대,주부,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 하지 않음,600-700만원 미만,0.1749265014699706,0.23984017152324336,0.09041451686497491,0.15610766045548655,0.105376633876836,0.18113425925925927,0.23324003731840598,3,0.5619402985074626,0.8647125140924464,0.4541984732824428,0.960822722820764,0.46384364820846913,0.47830614370010416,0.5173913043478261,1.0
3B027016,남자,20대,장치·기계 조작 및 조립 종사자,대학교 졸업(전문대졸/대학원생 포함),부산광역시,2세대가족,미혼(사별/이혼 포함),맞벌이 하지 않음,500-600만원 미만,0.15455690886182274,0.13946009160900497,0.08100803762591696,0.13402346445824706,0.06596146071957958,0.23013117283950618,0.25589764094362255,1,0.48955223880597004,0.47763998496805704,0.38113413304252997,0.8041136141038197,0.27328990228013034,0.6546338077056577,0.591304347826087,0.3333333333333333
3B043045,여자,50대,사무 종사자,중졸 이하,부산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.20600587988240235,0.16090049702758016,0.06960092660840266,0.13402346445824706,0.11096887211966042,0.14573688271604937,0.19592163134746102,2,0.6723880597014925,0.560315670800451,0.2925299890948746,0.8041136141038197,0.4908794788273616,0.3509198195071155,0.3956521739130434,0.6666666666666666
4K185012,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),전라북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.16715665686686265,0.1306890166650424,0.12439015829560211,0.15058661145617666,0.1405470960786956,0.13724922839506173,0.17992802878848463,1,0.5343283582089552,0.44381811349116873,0.7181025081788439,0.9216454456415277,0.6338762214983714,0.32037486983686225,0.34347826086956523,0.3333333333333333
3B027020,남자,20대,서비스 종사자,고졸(대학 재학 포함),부산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.11759764804703907,0.12337978754507359,0.10936787055561406,0.13609385783298825,0.12033418676728203,0.1427469135802469,0.14300946288151406,2,0.3582089552238806,0.41563322059376173,0.6014176663031625,0.8188050930460331,0.536156351791531,0.3401596667823672,0.2230434782608696,0.6666666666666666
4D054009,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,700-800만원 미만,0.07055858882822344,0.13409999025436117,0.07883191183180653,0.13333333333333333,0.10551138660557875,0.1767939814814815,0.14527522324403572,0,0.19104477611940296,0.45697106350995864,0.36423118865866955,0.7992164544564153,0.46449511400651466,0.4626865671641791,0.23043478260869563,0.0
4K185019,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),전라북도,1인 가구,기혼,맞벌이 하지 않음,200-300만원 미만,0.08399832003359933,0.12484163336906735,0.13474430521919203,0.1450655624568668,0.13030588869424606,0.1413966049382716,0.1905904304944689,1,0.2388059701492537,0.42127019917324315,0.7985278080697927,0.8824681684622917,0.5843648208469056,0.33530024297119054,0.37826086956521743,0.3333333333333333
3B043030,남자,20대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.21482570348593027,0.15018029431829258,0.06949563019901021,0.13402346445824706,0.13940169788438217,0.16338734567901236,0.17859522857523658,1,0.703731343283582,0.5189778278842541,0.29171210468920383,0.8041136141038197,0.6283387622149839,0.41443943075321066,0.33913043478260874,0.3333333333333333
1H002165,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.11696766064678707,0.12191794172107982,0.12119616721069812,0.13954451345755692,0.1709338364101873,0.1375385802469136,0.10262561642009864,3,0.35597014925373127,0.4099962420142803,0.6932933478735005,0.8432908912830557,0.7807817589576548,0.3214161749392572,0.09130434782608701,1.0
3B027024,여자,60대 이상,주부,대학교 졸업(전문대졸/대학원생 포함),부산광역시,1세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.1482570348593028,0.11412143065977975,0.0845530167421291,0.11746031746031746,0.07640479719714324,0.15866126543209877,0.2572304411568706,3,0.46716417910447744,0.3799323562570462,0.4086695747001091,0.6865817825661116,0.3237785016286645,0.3974314474140923,0.5956521739130435,1.0
3D052005,여자,20대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.18374632507349853,0.13263814443036742,0.12505703555508757,0.136783988957902,0.15078830346314512,0.12548225308641975,0.17592962814874052,1,0.5932835820895522,0.4513340849304772,0.7232824427480915,0.8237022526934379,0.6833876221498372,0.27802846233946543,0.33043478260869574,0.3333333333333333
4D054012,여자,40대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.12767744645107099,0.15066757625962382,0.09848724158506196,0.12781228433402345,0.10160355747203881,0.1787229938271605,0.10928961748633881,0,0.3940298507462686,0.5208568207440811,0.5169029443838604,0.7600391772771791,0.4456026058631922,0.4696286011801457,0.1130434782608696,0.0
4I208012,여자,60대 이상,주부,고졸(대학 재학 포함),경상북도,1세대가족,기혼,맞벌이 하지 않음,200-300만원 미만,0.07832843343133136,0.13994737355033623,0.07665578603769611,0.12781228433402345,0.061042986120468934,0.10706018518518519,0.30521124883379985,3,0.21865671641791035,0.4795189778278842,0.34732824427480913,0.7600391772771791,0.24951140065146576,0.2117320374869837,0.7521739130434784,1.0
4K185034,여자,50대,서비스 종사자,고졸(대학 재학 포함),전라북도,2세대가족,기혼,맞벌이 하지 않음,200-300만원 미만,0.06362872742545149,0.13751096384367997,0.1455196377803517,0.1533471359558316,0.12680231774693437,0.13695987654320987,0.23230707716913238,3,0.16641791044776116,0.47012401352874866,0.8822246455834243,0.9412340842311457,0.5674267100977199,0.31933356473446717,0.5143478260869566,1.0
4D054015,여자,50대,주부,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,"1,000만원 이상",0.11108777824443511,0.13215086248903615,0.061879189919623746,0.13333333333333333,0.06865651529443471,0.15943287037037038,0.23457283753165403,0,0.3350746268656716,0.44945509207065004,0.2325517993456925,0.7992164544564153,0.2863192182410424,0.400208261020479,0.5217391304347827,0.0
3D052050,여자,60대 이상,장치·기계 조작 및 조립 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.20432591348173038,0.13780333300847872,0.1078937208241199,0.1285024154589372,0.14438754884786417,0.1564429012345679,0.2065840330534453,0,0.6664179104477612,0.4712514092446448,0.5899672846237731,0.7649363369245838,0.6524429967426711,0.3894481082957305,0.4304347826086957,0.0
1C000363,여자,60대 이상,기능원 및 관련 기능 종사자,고졸(대학 재학 포함),인천광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.12935741285174296,0.11509599454244226,0.13274367344073568,0.136783988957902,0.05700040425818622,0.1017554012345679,0.1683326669332267,1,0.3999999999999999,0.3836903419767005,0.7829880043620502,0.8237022526934379,0.22996742671009768,0.19264144394307534,0.30565217391304345,0.3333333333333333
4K185031,여자,50대,서비스 종사자,고졸(대학 재학 포함),전라북도,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.06929861402771945,0.12776532501705487,0.14987188936857254,0.14230503795721186,0.1398733324349818,0.14853395061728394,0.21324803411968546,2,0.18656716417910446,0.4325441563322059,0.9160305343511451,0.8628795298726737,0.6306188925081433,0.36098576883026723,0.4521739130434782,0.6666666666666666
4K185028,여자,50대,서비스 종사자,고졸(대학 재학 포함),전라북도,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.0503989920201596,0.1316635805477049,0.14622161384296797,0.14782608695652172,0.14667834523649104,0.12519290123456792,0.2105824336931894,2,0.11940298507462686,0.447576099210823,0.8876772082878953,0.9020568070519097,0.6635179153094464,0.27698715723707046,0.4434782608695652,0.6666666666666666
1A000789,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 함,700-800만원 미만,0.19382612347753045,0.10223175129129716,0.08704503176441683,0.11953071083505866,0.13764991241072633,0.14834104938271606,0.11328801812608291,0,0.6291044776119402,0.33408493047726423,0.4280261723009814,0.701273261508325,0.619869706840391,0.3602915654286706,0.12608695652173915,0.0
1C000370,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),인천광역시,1세대가족,기혼,맞벌이 함,700-800만원 미만,0.1001679966400672,0.11704512230776729,0.12498683794882595,0.14230503795721186,0.055046489691416255,0.10223765432098766,0.1599360255897641,0,0.2962686567164179,0.39120631341600903,0.7227371864776445,0.8628795298726737,0.2205211726384365,0.19437695244706701,0.27826086956521745,0.0
1H002198,여자,40대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.09155816883662327,0.12484163336906735,0.12417956547681724,0.13126293995859212,0.12592642501010645,0.14949845679012347,0.1212848194055711,0,0.2656716417910447,0.42127019917324315,0.7164667393675027,0.7845249755142016,0.5631921824104235,0.3644567858382506,0.15217391304347824,0.0
3D052010,여자,50대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.15518689626207477,0.14530747490498003,0.1112983047278088,0.14230503795721186,0.1207384449535103,0.15615354938271606,0.23324003731840598,0,0.4917910447761194,0.5001878992859827,0.6164122137404581,0.8628795298726737,0.5381107491856678,0.38840680319333565,0.5173913043478261,0.0
4D054018,여자,50대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.14594708105837884,0.143358347139655,0.09399459478431786,0.13954451345755692,0.11339442123703006,0.18904320987654322,0.15593762495002,0,0.4589552238805969,0.49267192784667413,0.4820065430752454,0.8432908912830557,0.5026058631921825,0.5067684831655674,0.26521739130434785,0.0
3D052045,여자,30대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.17849643007139857,0.12581619725172985,0.07405847460601593,0.136783988957902,0.0997170192696402,0.15210262345679013,0.22391043582566975,0,0.5746268656716417,0.42502818489289734,0.327153762268266,0.8237022526934379,0.4364820846905538,0.37382853175980557,0.4869565217391305,0.0
3D052030,여자,60대 이상,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.22700545989080217,0.13975246077380374,0.10487522375486996,0.13126293995859212,0.1377172887750977,0.14072145061728397,0.23590563774490206,0,0.7470149253731342,0.4787673806839534,0.5665212649945474,0.7845249755142016,0.6201954397394138,0.33287053106560227,0.5260869565217392,0.0
4I208016,여자,60대 이상,주부,고졸(대학 재학 포함),경상북도,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.07874842503149937,0.14433291102231752,0.08792250184268717,0.13126293995859212,0.05949332973992723,0.10223765432098766,0.3078768492602959,3,0.22014925373134325,0.4964299135663284,0.4348418756815703,0.7845249755142016,0.24201954397394138,0.19437695244706701,0.7608695652173915,1.0
4D054021,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.11675766484670307,0.17259526361953026,0.07321610333087641,0.13402346445824706,0.06036922247675515,0.17534722222222224,0.11195521791283487,3,0.3552238805970149,0.6054114994363021,0.32061068702290074,0.8041136141038197,0.2462540716612378,0.45748004165220413,0.12173913043478266,1.0
1A000527,여자,60대 이상,주부,고졸(대학 재학 포함),서울특별시,2세대가족,기혼,맞벌이 하지 않음,600-700만원 미만,0.14195716085678287,0.15895136926225514,0.10041767575725669,0.13954451345755692,0.10935183937474734,0.16589506172839508,0.19325603092096497,3,0.44477611940298495,0.5527996993611424,0.531897491821156,0.8432908912830557,0.4830618892508144,0.4234640749739673,0.38695652173913053,1.0
1C000377,여자,40대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),인천광역시,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.08882822343553129,0.11119773901179222,0.14857323365273245,0.13402346445824706,0.058347931545613796,0.0935570987654321,0.10395841663334666,0,0.2559701492537313,0.3686583990980834,0.9059432933478736,0.8041136141038197,0.23648208469055376,0.1631377993752169,0.09565217391304351,0.0
3G107040,여자,60대 이상,주부,중졸 이하,울산광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.11990760184796305,0.13098138582984117,0.09399459478431786,0.13126293995859212,0.09776310470287022,0.11439043209876543,0.17366386778621887,3,0.3664179104477612,0.4449455092070651,0.4820065430752454,0.7845249755142016,0.4270358306188925,0.23811176674765702,0.32304347826086965,1.0
3B043010,남자,20대,서비스 종사자,고졸(대학 재학 포함),부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.20642587148257036,0.17844264691550532,0.07855112140676003,0.13954451345755692,0.09776310470287022,0.15769675925925927,0.18126082900173265,1,0.6738805970149253,0.6279594137542277,0.36205016357688113,0.8432908912830557,0.4270358306188925,0.39396043040610895,0.34782608695652173,0.3333333333333333
1F000464,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),광주광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.15896682066358675,0.13000682194717866,0.08486890597030641,0.13402346445824706,0.0931141355612451,0.12712191358024694,0.17859522857523658,1,0.505223880597015,0.44118752348741075,0.41112322791712097,0.8041136141038197,0.4045602605863192,0.28392919125303717,0.33913043478260874,0.3333333333333333
1A000547,여자,60대 이상,주부,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 하지 않음,700-800만원 미만,0.26858462830743385,0.14170158853912876,0.09311712470604754,0.15058661145617666,0.15146206710685892,0.18248456790123457,0.26389444222311076,3,0.894776119402985,0.4862833521232619,0.4751908396946566,0.9216454456415277,0.6866449511400652,0.4831655675112808,0.6173913043478261,1.0
3B043040,여자,50대,주부,고졸(대학 재학 포함),부산광역시,1세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.21629567408651829,0.14725660267030505,0.0657400582640132,0.14230503795721186,0.10820644118043389,0.18566743827160495,0.23723843795815008,3,0.708955223880597,0.5077038707252912,0.2625408942202836,0.8628795298726737,0.4775244299674267,0.49461992363762586,0.5304347826086957,1.0
3G107020,여자,60대 이상,주부,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.1761864762704746,0.1787350160803041,0.07100487873363519,0.13402346445824706,0.06259264250101065,0.1177662037037037,0.24390243902439027,3,0.5664179104477611,0.6290868094701241,0.30343511450381677,0.8041136141038197,0.25700325732899026,0.2502603262755988,0.5521739130434783,1.0
3G106007,여자,60대 이상,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.14069718605627887,0.2232725855179807,0.08887016952721911,0.15058661145617666,0.06892602075192023,0.14901620370370372,0.19325603092096497,2,0.44029850746268645,0.8008267568583238,0.4422028353326062,0.9216454456415277,0.2876221498371336,0.36272127733425896,0.38695652173913053,0.6666666666666666
4G107018,여자,50대,서비스 종사자,고졸(대학 재학 포함),울산광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.15875682486350273,0.13458727219569244,0.08567617844231512,0.14230503795721186,0.09897587926155504,0.1099537037037037,0.25056644009063045,2,0.5044776119402985,0.4588500563697858,0.41739367502726277,0.8628795298726737,0.432899022801303,0.2221450885109337,0.573913043478261,0.6666666666666666
1A000556,여자,50대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 함,800-900만원 미만,0.23309533809323815,0.14365071630445378,0.1052613105893089,0.15058661145617666,0.14997978709068857,0.14641203703703706,0.28521924563507933,0,0.7686567164179104,0.4937993235625705,0.5695201744820065,0.9216454456415277,0.6794788273615635,0.353349531412704,0.6869565217391306,0.0
3G106014,여자,60대 이상,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.10142797144057118,0.1755189552675178,0.08637815450493139,0.15058661145617666,0.07135156986928985,0.1089891975308642,0.22391043582566975,0,0.30074626865671633,0.6166854565952649,0.4228462377317339,0.9216454456415277,0.2993485342019544,0.21867407150295035,0.4869565217391305,0.0
4G107036,여자,60대 이상,주부,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.16547669046619068,0.14530747490498003,0.070478396686673,0.12022084195997239,0.07216008624174639,0.11236496913580248,0.2652272424363588,3,0.5283582089552239,0.5001878992859827,0.2993456924754635,0.7061704211557296,0.303257328990228,0.23082263103089204,0.6217391304347827,1.0
