id,product_name,persona_key,output_json,parse_error
덴마크 하이그릭요거트 400g|56,덴마크 하이그릭요거트 400g,56,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|57,덴마크 하이그릭요거트 400g,57,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|58,덴마크 하이그릭요거트 400g,58,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|59,덴마크 하이그릭요거트 400g,59,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|61,덴마크 하이그릭요거트 400g,61,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|60,덴마크 하이그릭요거트 400g,60,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|63,덴마크 하이그릭요거트 400g,63,"{""product_name"": ""덴마크 하이그릭요거트 400g"", ""persona_key"": 63, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 85, ""reason"": ""이 소비자는 건강을 최우선으로 고려하는 '건강 추구형 소비자'로, HMR(가정간편식) 선호도가 높습니다. 제품의 특징인 고단백과 건강식품으로서의 장점이 이 소비자의 건강 지향성과 잘 맞아떨어지며, 유당불내증을 고려한 제품 특성도 긍정적입니다. 가격이 3,980원으로, 경쟁 제품의 가격 범위(873원 ~ 1,422원)와 비교했을 때 상대적으로 높은 편이지만, 이 소비자는 가격보다 건강과 편리성을 중시하므로 구매를 결정할 가능성이 높습니다."", ""monthly_purchase_frequency"": 4}}",
덴마크 하이그릭요거트 400g|62,덴마크 하이그릭요거트 400g,62,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|64,덴마크 하이그릭요거트 400g,64,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|66,덴마크 하이그릭요거트 400g,66,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|65,덴마크 하이그릭요거트 400g,65,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|69,덴마크 하이그릭요거트 400g,69,"{""product_name"": ""덴마크 하이그릭요거트 400g"", ""persona_key"": 69, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 75, ""reason"": ""이 페르소나는 '실속형 미식가'로, 편리성과 새로운 맛을 중시합니다. HMR 선호도가 높아 간편한 식사를 선호하며, 건강식품에 대한 관심도 있지만 가격에 대한 민감도는 상대적으로 낮습니다. 덴마크 하이그릭요거트는 고단백, 건강식품으로서의 특성을 가지고 있어 이 소비자에게 매력적입니다. 또한, 경쟁 제품의 가격대가 100g당 873원에서 1,422원으로 형성되어 있는 반면, 이 제품은 400g에 3,980원으로 가격이 합리적입니다. 이는 소비자가 느끼는 가성비가 좋다는 인식을 줄 수 있습니다. 따라서 이 소비자는 이 제품을 구매할 가능성이 높습니다."", ""monthly_purchase_frequency"": 2}}",
덴마크 하이그릭요거트 400g|68,덴마크 하이그릭요거트 400g,68,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|67,덴마크 하이그릭요거트 400g,67,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|70,덴마크 하이그릭요거트 400g,70,"{""product_name"": ""덴마크 하이그릭요거트 400g"", ""persona_key"": 70, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 85, ""reason"": ""이 소비자는 건강을 최우선으로 고려하는 프리미엄 소비자 그룹에 속하며, HMR(가정간편식) 선호도가 높습니다. 제품의 특징인 고단백과 건강식품으로서의 가치가 이 소비자의 건강 지향성과 잘 맞아떨어지며, 유당불내증을 가진 소비자에게 적합한 제품입니다. 가격이 3,980원으로, 경쟁 제품의 가격대(873원 ~ 1,422원)와 비교할 때 상대적으로 높은 편이지만, 이 소비자는 가격에 크게 구애받지 않고 건강과 편리성을 중시하기 때문에 구매할 가능성이 높습니다. 또한, 광고와 프로모션이 예정되어 있어 소비자의 관심을 끌 가능성이 높습니다."", ""monthly_purchase_frequency"": 4}}",
덴마크 하이그릭요거트 400g|75,덴마크 하이그릭요거트 400g,75,"{""product_name"": ""덴마크 하이그릭요거트 400g"", ""persona_key"": 75, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 75, ""reason"": ""이 페르소나는 '실속형 미식가'로, 편리성과 새로운 맛을 중시하는 소비자입니다. HMR 선호도가 높아 간편한 식사를 선호하며, 건강식품에 대한 관심이 적지 않습니다. 덴마크 하이그릭요거트는 고단백, 건강식품으로서의 특성이 이 소비자에게 매력적입니다. 가격이 3,980원으로, 경쟁 제품의 가격대(873원 ~ 1,422원)와 비교했을 때 상대적으로 비싸지만, 브랜드 충성도가 높고 품질을 중시하는 경향이 있어 긍정적으로 받아들일 가능성이 큽니다. 따라서, 이 소비자는 제품의 품질과 건강적 이점을 고려하여 구매할 확률이 높습니다."", ""monthly_purchase_frequency"": 2}}",
덴마크 하이그릭요거트 400g|71,덴마크 하이그릭요거트 400g,71,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|72,덴마크 하이그릭요거트 400g,72,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|73,덴마크 하이그릭요거트 400g,73,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|74,덴마크 하이그릭요거트 400g,74,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|76,덴마크 하이그릭요거트 400g,76,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|77,덴마크 하이그릭요거트 400g,77,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|78,덴마크 하이그릭요거트 400g,78,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|79,덴마크 하이그릭요거트 400g,79,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|82,덴마크 하이그릭요거트 400g,82,"{""product_name"": ""덴마크 하이그릭요거트 400g"", ""persona_key"": 82, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 75, ""reason"": ""이 페르소나는 '요리 편리성'을 중시하는 소비자로, 건강식품인 덴마크 하이그릭요거트는 고단백과 높은 만족도를 제공하여 그녀의 요구를 충족시킵니다. 또한, 유당불내증을 가진 소비자에게 적합한 제품으로, 그녀의 건강 지향성과도 잘 맞습니다. 가격은 3,980원으로, 경쟁 제품의 가격대(873원 ~ 1,422원)와 비교했을 때 상대적으로 높은 편이지만, 그녀는 가격에 민감하기보다는 효율성과 맛을 중시하는 실속형 미식가입니다. 따라서, 제품의 품질과 편리성에 대한 가치는 가격을 초과할 가능성이 높습니다."", ""monthly_purchase_frequency"": 3}}",
덴마크 하이그릭요거트 400g|81,덴마크 하이그릭요거트 400g,81,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|80,덴마크 하이그릭요거트 400g,80,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|83,덴마크 하이그릭요거트 400g,83,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|85,덴마크 하이그릭요거트 400g,85,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|88,덴마크 하이그릭요거트 400g,88,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|89,덴마크 하이그릭요거트 400g,89,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|86,덴마크 하이그릭요거트 400g,86,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|84,덴마크 하이그릭요거트 400g,84,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|90,덴마크 하이그릭요거트 400g,90,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|87,덴마크 하이그릭요거트 400g,87,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|91,덴마크 하이그릭요거트 400g,91,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|92,덴마크 하이그릭요거트 400g,92,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|93,덴마크 하이그릭요거트 400g,93,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|95,덴마크 하이그릭요거트 400g,95,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|97,덴마크 하이그릭요거트 400g,97,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|96,덴마크 하이그릭요거트 400g,96,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|94,덴마크 하이그릭요거트 400g,94,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|99,덴마크 하이그릭요거트 400g,99,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|100,덴마크 하이그릭요거트 400g,100,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|98,덴마크 하이그릭요거트 400g,98,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|102,덴마크 하이그릭요거트 400g,102,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|101,덴마크 하이그릭요거트 400g,101,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|104,덴마크 하이그릭요거트 400g,104,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|103,덴마크 하이그릭요거트 400g,103,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|106,덴마크 하이그릭요거트 400g,106,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|105,덴마크 하이그릭요거트 400g,105,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|107,덴마크 하이그릭요거트 400g,107,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|108,덴마크 하이그릭요거트 400g,108,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|109,덴마크 하이그릭요거트 400g,109,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|110,덴마크 하이그릭요거트 400g,110,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|112,덴마크 하이그릭요거트 400g,112,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|114,덴마크 하이그릭요거트 400g,114,"{""product_name"": ""덴마크 하이그릭요거트 400g"", ""persona_key"": 114, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 85, ""reason"": ""이 페르소나는 HMR(가정간편식) 선호도가 매우 높고(0.8629), 건강식품에 대한 관심도 또한 상당히 높습니다(0.4452). 제품의 특징인 '고단백'과 '건강식품'은 그녀의 건강 지향적인 소비 성향과 잘 맞아떨어지며, 유당불내증을 가진 소비자에게 적합한 제품이라는 점도 긍정적입니다. 가격은 3,980원으로, 경쟁 제품의 가격대(873원 ~ 1,422원/100g)와 비교했을 때 상대적으로 합리적이며, 브랜드 충성도도 높아(0.5791) 동원 F&B의 제품을 선호할 가능성이 큽니다. 따라서, 이 소비자는 제품을 구매할 가능성이 매우 높습니다."", ""monthly_purchase_frequency"": 3}}",
덴마크 하이그릭요거트 400g|111,덴마크 하이그릭요거트 400g,111,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|115,덴마크 하이그릭요거트 400g,115,"{""product_name"": ""덴마크 하이그릭요거트 400g"", ""persona_key"": 115, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 85, ""reason"": ""이 페르소나는 HMR(가정간편식) 선호도가 매우 높고(0.92), 건강식품에 대한 관심이 있으며(0.46), 요거트와 같은 고단백 제품에 긍정적인 반응을 보일 가능성이 큽니다. 또한, 40대 기혼 여성으로서 가족의 건강을 고려하여 건강한 간편식을 선호할 것입니다. 제품의 가격이 3,980원으로, 경쟁 제품의 가격대(873원 ~ 1,422원)보다 상대적으로 비싸지만, 브랜드 충성도(0.60)와 요리 편의성(0.68) 측면에서 긍정적으로 작용할 것입니다. 따라서, 이 소비자는 제품의 품질과 브랜드를 중시하여 구매할 가능성이 높습니다."", ""monthly_purchase_frequency"": 3}}",
덴마크 하이그릭요거트 400g|113,덴마크 하이그릭요거트 400g,113,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|116,덴마크 하이그릭요거트 400g,116,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|118,덴마크 하이그릭요거트 400g,118,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|119,덴마크 하이그릭요거트 400g,119,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|117,덴마크 하이그릭요거트 400g,117,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|120,덴마크 하이그릭요거트 400g,120,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|121,덴마크 하이그릭요거트 400g,121,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|123,덴마크 하이그릭요거트 400g,123,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|122,덴마크 하이그릭요거트 400g,122,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|125,덴마크 하이그릭요거트 400g,125,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|124,덴마크 하이그릭요거트 400g,124,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|126,덴마크 하이그릭요거트 400g,126,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|127,덴마크 하이그릭요거트 400g,127,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|128,덴마크 하이그릭요거트 400g,128,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|130,덴마크 하이그릭요거트 400g,130,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|129,덴마크 하이그릭요거트 400g,129,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|132,덴마크 하이그릭요거트 400g,132,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|131,덴마크 하이그릭요거트 400g,131,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|133,덴마크 하이그릭요거트 400g,133,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|134,덴마크 하이그릭요거트 400g,134,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|136,덴마크 하이그릭요거트 400g,136,"{""product_name"": ""덴마크 하이그릭요거트 400g"", ""persona_key"": 136, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 75, ""reason"": ""이 소비자는 HMR(가정간편식) 선호도가 높고, 건강식품에 대한 관심이 있으며, 새로운 제품을 경험하고 공유하려는 경향이 강합니다. '덴마크 하이그릭요거트'는 고단백과 건강식품으로서의 특성을 가지고 있어 이 소비자의 건강 지향성과 잘 맞아떨어집니다. 또한, 가격이 3,980원으로 경쟁 제품의 가격대(873원 ~ 1,422원)보다 상대적으로 높은 편이지만, 브랜드 충성도가 높고 프리미엄 제품에 대한 수용도가 있어 긍정적으로 받아들일 가능성이 큽니다. 따라서, 이 소비자는 제품의 품질과 브랜드를 중시하여 구매할 가능성이 높습니다."", ""monthly_purchase_frequency"": 2}}",
덴마크 하이그릭요거트 400g|135,덴마크 하이그릭요거트 400g,135,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|137,덴마크 하이그릭요거트 400g,137,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|138,덴마크 하이그릭요거트 400g,138,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|139,덴마크 하이그릭요거트 400g,139,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|140,덴마크 하이그릭요거트 400g,140,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|141,덴마크 하이그릭요거트 400g,141,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|142,덴마크 하이그릭요거트 400g,142,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|143,덴마크 하이그릭요거트 400g,143,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|144,덴마크 하이그릭요거트 400g,144,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|146,덴마크 하이그릭요거트 400g,146,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|148,덴마크 하이그릭요거트 400g,148,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|147,덴마크 하이그릭요거트 400g,147,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|145,덴마크 하이그릭요거트 400g,145,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|154,덴마크 하이그릭요거트 400g,154,"{""product_name"": ""덴마크 하이그릭요거트 400g"", ""persona_key"": 154, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 85, ""reason"": ""이 페르소나는 '요리 편리성'을 가장 중요하게 생각하는 소비자로, 덴마크 하이그릭요거트는 간편하게 섭취할 수 있는 건강식품으로서 매력적입니다. 제품의 고단백과 고소한 맛은 그녀의 건강 지향성과 맛에 대한 욕구를 충족시켜줄 수 있습니다. 또한, 가격이 3,980원으로 경쟁 제품의 가격 범위(873원 ~ 1,422원)보다 상대적으로 비쌀 수 있지만, 그녀는 가격에 민감하기보다는 효율성과 맛을 중시하는 소비자이므로 긍정적인 구매 결정을 내릴 가능성이 높습니다."", ""monthly_purchase_frequency"": 4}}",
덴마크 하이그릭요거트 400g|149,덴마크 하이그릭요거트 400g,149,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|150,덴마크 하이그릭요거트 400g,150,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|153,덴마크 하이그릭요거트 400g,153,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|151,덴마크 하이그릭요거트 400g,151,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|155,덴마크 하이그릭요거트 400g,155,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|152,덴마크 하이그릭요거트 400g,152,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|156,덴마크 하이그릭요거트 400g,156,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|158,덴마크 하이그릭요거트 400g,158,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|157,덴마크 하이그릭요거트 400g,157,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|160,덴마크 하이그릭요거트 400g,160,,Expecting value: line 2 column 512 (char 512)
덴마크 하이그릭요거트 400g|159,덴마크 하이그릭요거트 400g,159,,Expecting value: line 2 column 512 (char 512)
