id,SQ3,HQ2,SQ4,SQ5,SQ8,DQ1,DQ3,DQ3_1,DQ4,'brand_loyalty','cooking_convenience','health_orientation','hmr_preference','premium_orientation','price_sensitivity','variety_seeking',cluster_kmeans,cluster_gmm,cluster_hc,cluster_dbscan
3B043045,여자,50대,사무 종사자,중졸 이하,부산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.2060058798824023,0.1609004970275801,0.0696009266084026,0.134023464458247,0.1109688721196604,0.1457368827160493,0.195921631347461,1,1,1,0
4K185012,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),전라북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1671566568668626,0.1306890166650424,0.1243901582956021,0.1505866114561766,0.1405470960786956,0.1372492283950617,0.1799280287884846,2,2,0,0
3B027020,남자,20대,서비스 종사자,고졸(대학 재학 포함),부산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.117597648047039,0.1233797875450735,0.109367870555614,0.1360938578329882,0.120334186767282,0.1427469135802469,0.143009462881514,2,2,0,0
4D054009,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,700-800만원 미만,0.0705585888282234,0.1340999902543611,0.0788319118318065,0.1333333333333333,0.1055113866055787,0.1767939814814815,0.1452752232440357,0,0,1,0
4K185019,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),전라북도,1인 가구,기혼,맞벌이 하지 않음,200-300만원 미만,0.0839983200335993,0.1248416333690673,0.134744305219192,0.1450655624568668,0.130305888694246,0.1413966049382716,0.1905904304944689,2,2,0,0
3B043030,남자,20대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.2148257034859302,0.1501802943182925,0.0694956301990102,0.134023464458247,0.1394016978843821,0.1633873456790123,0.1785952285752365,1,1,0,0
1H002165,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.116967660646787,0.1219179417210798,0.1211961672106981,0.1395445134575569,0.1709338364101873,0.1375385802469136,0.1026256164200986,2,2,0,0
3B027024,여자,60대 이상,주부,대학교 졸업(전문대졸/대학원생 포함),부산광역시,1세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.1482570348593028,0.1141214306597797,0.0845530167421291,0.1174603174603174,0.0764047971971432,0.1586612654320987,0.2572304411568706,0,0,2,0
3D052005,여자,20대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.1837463250734985,0.1326381444303674,0.1250570355550875,0.136783988957902,0.1507883034631451,0.1254822530864197,0.1759296281487405,2,2,0,0
4D054012,여자,40대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.1276774464510709,0.1506675762596238,0.0984872415850619,0.1278122843340234,0.1016035574720388,0.1787229938271605,0.1092896174863388,2,0,0,0
4I208012,여자,60대 이상,주부,고졸(대학 재학 포함),경상북도,1세대가족,기혼,맞벌이 하지 않음,200-300만원 미만,0.0783284334313313,0.1399473735503362,0.0766557860376961,0.1278122843340234,0.0610429861204689,0.1070601851851851,0.3052112488337998,0,1,1,0
4K185034,여자,50대,서비스 종사자,고졸(대학 재학 포함),전라북도,2세대가족,기혼,맞벌이 하지 않음,200-300만원 미만,0.0636287274254514,0.1375109638436799,0.1455196377803517,0.1533471359558316,0.1268023177469343,0.1369598765432098,0.2323070771691323,2,2,0,0
4D054015,여자,50대,주부,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,"1,000만원 이상",0.1110877782444351,0.1321508624890361,0.0618791899196237,0.1333333333333333,0.0686565152944347,0.1594328703703703,0.234572837531654,0,0,2,0
3D052050,여자,60대 이상,장치·기계 조작 및 조립 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.2043259134817303,0.1378033330084787,0.1078937208241199,0.1285024154589372,0.1443875488478641,0.1564429012345679,0.2065840330534453,1,1,0,0
1C000363,여자,60대 이상,기능원 및 관련 기능 종사자,고졸(대학 재학 포함),인천광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1293574128517429,0.1150959945424422,0.1327436734407356,0.136783988957902,0.0570004042581862,0.1017554012345679,0.1683326669332267,2,2,0,0
4K185031,여자,50대,서비스 종사자,고졸(대학 재학 포함),전라북도,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.0692986140277194,0.1277653250170548,0.1498718893685725,0.1423050379572118,0.1398733324349818,0.1485339506172839,0.2132480341196854,2,2,0,0
4K185028,여자,50대,서비스 종사자,고졸(대학 재학 포함),전라북도,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.0503989920201596,0.1316635805477049,0.1462216138429679,0.1478260869565217,0.146678345236491,0.1251929012345679,0.2105824336931894,2,2,0,0
1A000789,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 함,700-800만원 미만,0.1938261234775304,0.1022317512912971,0.0870450317644168,0.1195307108350586,0.1376499124107263,0.148341049382716,0.1132880181260829,2,2,0,0
1C000370,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),인천광역시,1세대가족,기혼,맞벌이 함,700-800만원 미만,0.1001679966400672,0.1170451223077672,0.1249868379488259,0.1423050379572118,0.0550464896914162,0.1022376543209876,0.1599360255897641,2,2,0,0
1H002198,여자,40대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.0915581688366232,0.1248416333690673,0.1241795654768172,0.1312629399585921,0.1259264250101064,0.1494984567901234,0.1212848194055711,2,2,0,0
3D052010,여자,50대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.1551868962620747,0.14530747490498,0.1112983047278088,0.1423050379572118,0.1207384449535103,0.156153549382716,0.2332400373184059,1,1,0,0
4D054018,여자,50대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1459470810583788,0.143358347139655,0.0939945947843178,0.1395445134575569,0.11339442123703,0.1890432098765432,0.15593762495002,2,0,0,0
3D052045,여자,30대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.1784964300713985,0.1258161972517298,0.0740584746060159,0.136783988957902,0.0997170192696402,0.1521026234567901,0.2239104358256697,1,0,1,0
3D052030,여자,60대 이상,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.2270054598908021,0.1397524607738037,0.1048752237548699,0.1312629399585921,0.1377172887750977,0.1407214506172839,0.235905637744902,1,1,0,0
4I208016,여자,60대 이상,주부,고졸(대학 재학 포함),경상북도,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.0787484250314993,0.1443329110223175,0.0879225018426871,0.1312629399585921,0.0594933297399272,0.1022376543209876,0.3078768492602959,0,1,1,0
4D054021,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.116757664846703,0.1725952636195302,0.0732161033308764,0.134023464458247,0.0603692224767551,0.1753472222222222,0.1119552179128348,0,0,1,0
1A000527,여자,60대 이상,주부,고졸(대학 재학 포함),서울특별시,2세대가족,기혼,맞벌이 하지 않음,600-700만원 미만,0.1419571608567828,0.1589513692622551,0.1004176757572566,0.1395445134575569,0.1093518393747473,0.165895061728395,0.1932560309209649,2,1,0,0
1C000377,여자,40대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),인천광역시,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.0888282234355312,0.1111977390117922,0.1485732336527324,0.134023464458247,0.0583479315456137,0.0935570987654321,0.1039584166333466,2,2,0,0
3G107040,여자,60대 이상,주부,중졸 이하,울산광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.119907601847963,0.1309813858298411,0.0939945947843178,0.1312629399585921,0.0977631047028702,0.1143904320987654,0.1736638677862188,2,0,0,0
3B043010,남자,20대,서비스 종사자,고졸(대학 재학 포함),부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.2064258714825703,0.1784426469155053,0.07855112140676,0.1395445134575569,0.0977631047028702,0.1576967592592592,0.1812608290017326,1,0,2,0
1F000464,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),광주광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1589668206635867,0.1300068219471786,0.0848689059703064,0.134023464458247,0.0931141355612451,0.1271219135802469,0.1785952285752365,1,0,1,0
1A000547,여자,60대 이상,주부,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 하지 않음,700-800만원 미만,0.2685846283074338,0.1417015885391287,0.0931171247060475,0.1505866114561766,0.1514620671068589,0.1824845679012345,0.2638944422231107,1,1,2,0
3B043040,여자,50대,주부,고졸(대학 재학 포함),부산광역시,1세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.2162956740865182,0.147256602670305,0.0657400582640132,0.1423050379572118,0.1082064411804338,0.1856674382716049,0.23723843795815,1,0,2,0
3G107020,여자,60대 이상,주부,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.1761864762704746,0.1787350160803041,0.0710048787336351,0.134023464458247,0.0625926425010106,0.1177662037037037,0.2439024390243902,1,1,1,0
3G106007,여자,60대 이상,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.1406971860562788,0.2232725855179807,0.0888701695272191,0.1505866114561766,0.0689260207519202,0.1490162037037037,0.1932560309209649,0,0,1,0
4G107018,여자,50대,서비스 종사자,고졸(대학 재학 포함),울산광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1587568248635027,0.1345872721956924,0.0856761784423151,0.1423050379572118,0.098975879261555,0.1099537037037037,0.2505664400906304,1,1,1,0
1A000556,여자,50대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 함,800-900만원 미만,0.2330953380932381,0.1436507163044537,0.1052613105893089,0.1505866114561766,0.1499797870906885,0.146412037037037,0.2852192456350793,1,1,2,0
3G106014,여자,60대 이상,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.1014279714405711,0.1755189552675178,0.0863781545049313,0.1505866114561766,0.0713515698692898,0.1089891975308642,0.2239104358256697,0,1,1,0
4G107036,여자,60대 이상,주부,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.1654766904661906,0.14530747490498,0.070478396686673,0.1202208419599723,0.0721600862417463,0.1123649691358024,0.2652272424363588,1,1,2,0
1J000470,여자,50대,서비스 종사자,고졸(대학 재학 포함),경상남도,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.1440571188576228,0.14920573043563,0.0911164929275911,0.1285024154589372,0.0916992319094461,0.1324266975308642,0.2279088364654138,1,0,1,0
1A000559,여자,40대,판매 종사자,고졸(대학 재학 포함),서울특별시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1797564048719025,0.1423837832569925,0.0899582324242743,0.1478260869565217,0.1243767686295647,0.1586612654320987,0.2665600426496068,1,1,2,0
3G106028,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 함,700-800만원 미만,0.0608987820243595,0.1725952636195302,0.0854304868203994,0.1312629399585921,0.0531599514890176,0.1195987654320987,0.2429694788751166,0,1,1,0
3A249002,여자,60대 이상,주부,고졸(대학 재학 포함),서울특별시,1세대가족,기혼,맞벌이 하지 않음,100-200만원 미만,0.1724065518689626,0.0331351720105252,0.0734617949527921,0.0234644582470669,0.1098908502897183,0.1479552469135802,0.2185792349726776,3,3,3,1
1A000021,남자,60대 이상,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.1047879042419151,0.14140921937433,0.0630374504229405,0.134023464458247,0.0530251987602748,0.1205632716049382,0.2852192456350793,0,1,2,0
3J229004,여자,50대,판매 종사자,고졸(대학 재학 포함),경상남도,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.1845863082738345,0.14140921937433,0.0906953072900214,0.136783988957902,0.1179086376499124,0.1184413580246913,0.2305744368919099,1,1,2,0
1A001817,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.1616967660646787,0.1501802943182925,0.0614229054789231,0.1312629399585921,0.0999191483627543,0.1349344135802469,0.1896574703451952,1,0,1,0
3J229003,여자,40대,판매 종사자,고졸(대학 재학 포함),경상남도,2세대가족,미혼(사별/이혼 포함),맞벌이 하지 않음,400-500만원 미만,0.1312473750524989,0.1306890166650424,0.0825874837668035,0.136783988957902,0.0857701118447648,0.1179591049382716,0.2399040383846461,0,1,1,0
1A001813,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 함,700-800만원 미만,0.2141957160856782,0.1496930123769613,0.0769014776596118,0.1305728088336784,0.1044333647756367,0.1598186728395061,0.2505664400906304,1,1,2,0
1J000465,여자,60대 이상,주부,고졸(대학 재학 포함),경상남도,2세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.1868962620747585,0.1745443913848552,0.0889403671334807,0.134023464458247,0.1022773211157525,0.1240354938271604,0.2079168332666933,1,1,1,0
1A000792,여자,50대,주부,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 하지 않음,800-900만원 미만,0.1931961360772784,0.1105155442939284,0.0910111965181987,0.1312629399585921,0.1468804743296051,0.1196952160493827,0.1652672264427562,2,2,0,0
3B027032,여자,50대,주부,고졸(대학 재학 포함),부산광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.1879462410751785,0.1891628496247929,0.065389070232705,0.1423050379572118,0.0645465570677806,0.1473765432098765,0.2585632413701186,1,1,1,0
1A000797,여자,50대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 함,700-800만원 미만,0.1409071818563628,0.1604132150862489,0.0692499385770945,0.1333333333333333,0.0927772537393882,0.1430362654320987,0.1949886711981874,0,0,1,0
3J235004,여자,60대 이상,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),경상남도,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.2099958000839983,0.1199688139557548,0.1041732476922537,0.136783988957902,0.1365045142164128,0.1555748456790123,0.2256430761028922,1,1,0,0
1J000543,여자,50대,판매 종사자,고졸(대학 재학 포함),경상남도,2세대가족,기혼,맞벌이 하지 않음,200-300만원 미만,0.121797564048719,0.1706461358542052,0.0843424239233442,0.136783988957902,0.0839509500067376,0.1102430555555555,0.2012528322004531,0,1,1,0
3J235032,여자,40대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),경상남도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.1963460730785384,0.1170451223077672,0.102418307535713,0.1395445134575569,0.1763913219242689,0.1565393518518518,0.1856590697054511,2,2,0,0
3J235012,여자,40대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),경상남도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.2685846283074338,0.1150959945424422,0.1143519006001895,0.1395445134575569,0.2116965368548713,0.1504629629629629,0.1376782620285219,2,2,0,0
3G106035,여자,60대 이상,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.0972280554388912,0.1618750609102426,0.1068407567301955,0.1533471359558316,0.0686565152944347,0.1167052469135802,0.2465680394508863,0,0,1,0
3G106049,여자,50대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.1511969760604788,0.1462820387876425,0.095644238531466,0.1505866114561766,0.0788303463145128,0.1114004629629629,0.2705584432893509,1,1,1,0
3G101020,여자,60대 이상,주부,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 하지 않음,500-600만원 미만,0.1818563628727425,0.1428710651983237,0.0961005229721666,0.1360938578329882,0.141692494273009,0.1176697530864197,0.2185792349726776,1,1,0,0
3G106056,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.0797984040319193,0.1345872721956924,0.1153346670878523,0.1616287094547964,0.0788303463145128,0.1208526234567901,0.2403038784486205,2,2,1,0
1H002199,여자,50대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.0957580848383032,0.1540785498489426,0.1059983854550559,0.1202208419599723,0.1198625522166823,0.1218171296296296,0.1039584166333466,2,1,0,0
1J000514,여자,40대,서비스 종사자,고졸(대학 재학 포함),경상남도,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.0713985720285594,0.1375109638436799,0.1047699273454775,0.136783988957902,0.0766743026546287,0.1118827160493827,0.2159136345461815,0,0,1,0
3G107055,여자,60대 이상,판매 종사자,고졸(대학 재학 포함),울산광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1572868542629147,0.1482311665529675,0.0805868519883472,0.134023464458247,0.0821317881687104,0.1162229938271605,0.2505664400906304,1,1,1,0
1A001237,여자,60대 이상,주부,고졸(대학 재학 포함),서울특별시,2세대가족,기혼,맞벌이 하지 않음,600-700만원 미만,0.2307853842923141,0.1533963551310788,0.0952230528938963,0.1423050379572118,0.1349548578358712,0.1722608024691358,0.2572304411568706,1,1,2,0
3A020001,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.1698866022679546,0.1563200467790663,0.0796040855006844,0.1561076604554865,0.1111710012127745,0.1744791666666666,0.2678928428628548,1,1,2,0
3A020003,여자,30대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.2194456110877782,0.1462820387876425,0.097153487066091,0.1505866114561766,0.129227866864304,0.1572145061728395,0.2776222844195655,1,1,2,0
1A001274,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.2316253674926501,0.1628496247929051,0.0889052683303499,0.1450655624568668,0.1608947581188519,0.1333912037037037,0.2656270825003332,1,1,2,0
1A001241,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.2629147417051659,0.1482311665529675,0.0913621845495068,0.1533471359558316,0.1708664600458159,0.1565393518518518,0.2696254831400773,1,1,2,0
1A001260,여자,40대,주부,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.2383452330953381,0.1297144527823799,0.0773226632971815,0.1450655624568668,0.1646678345236491,0.1586612654320987,0.2452352392376383,1,1,2,0
3G106070,여자,50대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1381772364552708,0.1570022414969301,0.1042785441016461,0.1588681849551414,0.0910254682657323,0.1220100308641975,0.2598960415833666,1,1,1,0
