id,SQ3,HQ2,SQ4,SQ5,SQ8,DQ1,DQ3,DQ3_1,DQ4,'brand_loyalty','cooking_convenience','health_orientation','hmr_preference','premium_orientation','price_sensitivity','variety_seeking',cluster,'brand_loyalty'_scaled,'cooking_convenience'_scaled,'health_orientation'_scaled,'hmr_preference'_scaled,'premium_orientation'_scaled,'price_sensitivity'_scaled,'variety_seeking'_scaled
3O150020,남자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),강원도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,400-500만원 미만,0.1759764804703905,0.1621674300750414,0.0885542802990418,0.1423050379572118,0.1191887885729686,0.1618441358024691,0.2239104358256697,3,0.5656716417910446,0.5652010522360014,0.4397491821155946,0.8628795298726734,0.5306188925081435,0.4088858035404371,0.4869565217391302
1K000799,남자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),전라북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1927761444771104,0.1297144527823799,0.062756659997894,0.1257418909592822,0.0751920226384584,0.1219135802469136,0.2776222844195655,3,0.6253731343283582,0.4400601277715145,0.239367502726281,0.7453476983349653,0.3179153094462543,0.2651856994099271,0.6621739130434781
3G103032,남자,30대,기능원 및 관련 기능 종사자,고졸(대학 재학 포함),울산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.2648047039059218,0.1875060910242666,0.0964866098066055,0.1478260869565217,0.1437811615685217,0.1457368827160493,0.2483006797281088,3,0.8813432835820895,0.6629086809470122,0.5013631406761172,0.9020568070519096,0.6495114006514657,0.3509198195071151,0.5665217391304348
3K188035,남자,30대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),전라북도,2세대가족,기혼,맞벌이 하지 않음,500-600만원 미만,0.1650566988660226,0.2427638631712309,0.1090519813274367,0.1533471359558316,0.1190540358442258,0.1536458333333333,0.2319072371051579,3,0.5268656716417909,0.8759864712514092,0.5989640130861504,0.941234084231146,0.5299674267100978,0.3793821589725787,0.5130434782608694
4A021043,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 함,700-800만원 미만,0.1371272574548509,0.1842900302114803,0.0368537432873539,0.1308488612836439,0.0557876296995014,0.1788194444444444,0.235905637744902,0,0.4276119402985076,0.6505073280721531,0.038167938931298,0.7815866797257591,0.2241042345276876,0.4699757028809438,0.5260869565217389
4A018016,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 함,700-800만원 미만,0.0688786224275514,0.1501802943182925,0.0771120704783966,0.1395445134575569,0.0505996496429052,0.1003086419753086,0.3078768492602959,0,0.1850746268656716,0.5189778278842537,0.350872410032715,0.8432908912830556,0.1990228013029316,0.1874349184311001,0.7608695652173911
4D054021,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.116757664846703,0.1725952636195302,0.0732161033308764,0.134023464458247,0.0603692224767551,0.1753472222222222,0.1119552179128348,0,0.3552238805970148,0.6054114994363019,0.3206106870229009,0.8041136141038193,0.2462540716612379,0.4574800416522039,0.1217391304347824
1F000206,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),광주광역시,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.1549769004619907,0.1521294220836176,0.0840616334982977,0.1312629399585921,0.0571351569869289,0.1230709876543209,0.1323470611755298,0,0.4910447761194028,0.5264937993235627,0.4048527808069794,0.7845249755142015,0.2306188925081433,0.2693509198195067,0.1882608695652174
3M166030,여자,30대,사무 종사자,고졸(대학 재학 포함),충청북도,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.1511969760604788,0.1677224442062177,0.0589308904566354,0.136783988957902,0.0754615280959439,0.0868055555555555,0.1519392243102759,0,0.4776119402985077,0.5866215708380308,0.2096510359869139,0.8237022526934379,0.3192182410423455,0.1388406803193333,0.2521739130434782
4H117006,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.0881982360352792,0.1189942500730922,0.10185672668562,0.1423050379572118,0.0940574046624444,0.1372492283950617,0.2252432360389177,1,0.2537313432835819,0.3987222848553172,0.5430752453653218,0.8628795298726734,0.4091205211726387,0.320374869836862,0.4913043478260865
3J230012,여자,30대,전문가 및 관련 종사자,대학교 졸업(전문대졸/대학원생 포함),경상남도,1세대가족,미혼(사별/이혼 포함),맞벌이 하지 않음,400-500만원 미만,0.0692986140277194,0.1589513692622551,0.1080341160366431,0.134023464458247,0.0889368009702196,0.1261574074074074,0.1150206584033053,1,0.1865671641791045,0.5527996993611421,0.5910577971646671,0.8041136141038193,0.3843648208469056,0.2804581742450537,0.1317391304347825
4C065004,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),인천광역시,1세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.242755144897102,0.1141214306597797,0.1231617001860236,0.1285024154589372,0.1953240803126263,0.1304976851851852,0.1026256164200986,1,0.8029850746268656,0.3799323562570461,0.7085605234460193,0.7649363369245838,0.8986970684039088,0.2960777507809788,0.0913043478260869
4H122018,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,1세대가족,기혼,맞벌이 함,700-800만원 미만,0.2133557328853423,0.1071045707046097,0.1104910322558,0.1167701863354037,0.1573238108071688,0.1020447530864197,0.118619218979075,1,0.6985074626865673,0.3528748590755356,0.6101417666303157,0.681684622918707,0.714983713355049,0.1936827490454701,0.143478260869565
1C000370,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),인천광역시,1세대가족,기혼,맞벌이 함,700-800만원 미만,0.1001679966400672,0.1170451223077672,0.1249868379488259,0.1423050379572118,0.0550464896914162,0.1022376543209876,0.1599360255897641,1,0.2962686567164181,0.3912063134160088,0.7227371864776442,0.8628795298726734,0.2205211726384366,0.1943769524470667,0.2782608695652173
4H117015,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.0720285594288114,0.1316635805477049,0.1295847811589625,0.1478260869565217,0.1025468265732381,0.1457368827160493,0.2305744368919099,1,0.196268656716418,0.4475760992108231,0.7584514721919304,0.9020568070519096,0.4501628664495117,0.3509198195071151,0.5086956521739129
1I000641,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),경상북도,1세대가족,기혼,맞벌이 함,700-800만원 미만,0.1507769844603108,0.1199688139557548,0.0831139658137657,0.1257418909592822,0.0921708664600458,0.1324266975308642,0.2239104358256697,3,0.4761194029850747,0.4024802705749719,0.3974918211559432,0.7453476983349653,0.4000000000000003,0.3030197847969454,0.4869565217391302
4O149002,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),강원도,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.248635027299454,0.1647987525582302,0.0968375978379137,0.1505866114561766,0.1360328796658132,0.158179012345679,0.2825536452085832,3,0.8238805970149254,0.5753476136790681,0.5040894220283532,0.9216454456415274,0.6120521172638438,0.3956959389101004,0.6782608695652173
3A020003,여자,30대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.2194456110877782,0.1462820387876425,0.097153487066091,0.1505866114561766,0.129227866864304,0.1572145061728395,0.2776222844195655,3,0.7201492537313432,0.5039458850056369,0.5065430752453652,0.9216454456415274,0.5791530944625409,0.3922249219021172,0.6621739130434781
3A009002,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.1877362452750945,0.1777604521976415,0.1032957776139833,0.1450655624568668,0.1028837083950949,0.1311728395061728,0.2425696388111422,3,0.6074626865671644,0.6253288237504695,0.5542529989094871,0.8824681684622918,0.4517915309446253,0.298507462686567,0.5478260869565217
4B036024,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),부산광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.2322553548929021,0.1826332716109541,0.0731108069214839,0.1395445134575569,0.0805821317881687,0.1490162037037037,0.296281487405038,3,0.7656716417910449,0.644118752348741,0.3197928026172298,0.8432908912830556,0.3439739413680785,0.3627212773342588,0.7230434782608695
4B032045,여자,30대,사무 종사자,대학원 졸업 이상,부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1518269634607308,0.1628496247929051,0.0774630585097048,0.1423050379572118,0.075663657189058,0.1442901234567901,0.1812608290017326,0,0.4798507462686569,0.5678316422397591,0.353598691384951,0.8628795298726734,0.3201954397394137,0.3457132939951404,0.3478260869565215
1N000487,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),충청남도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.0881982360352792,0.2183997661046681,0.0820610017198413,0.1505866114561766,0.0512060369222476,0.111207561728395,0.1963214714114354,0,0.2537313432835819,0.7820368282600523,0.3893129770992364,0.9216454456415274,0.2019543973941368,0.2266574106213117,0.3969565217391303
3G099005,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1280974380512389,0.1462820387876425,0.0625460671791092,0.1533471359558316,0.0559223824282441,0.1022376543209876,0.2785552445688391,0,0.3955223880597014,0.5039458850056369,0.2377317339149403,0.941234084231146,0.2247557003257329,0.1943769524470667,0.6652173913043476
4E097041,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대전광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1427971440571188,0.1545658317902738,0.0657049594608823,0.1278122843340234,0.0952028028567578,0.1060956790123456,0.1612688258030121,0,0.4477611940298506,0.535888763622698,0.2622682660850595,0.7600391772771787,0.4146579804560262,0.208261020479,0.2826086956521738
1D000896,여자,30대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.0482990340193196,0.1594386512035864,0.0474886806359903,0.1278122843340234,0.0471634550599649,0.1558641975308642,0.1905904304944689,0,0.1119402985074628,0.5546786922209697,0.1207742639040351,0.7600391772771787,0.1824104234527688,0.3873654980909405,0.3782608695652173
4K185012,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),전라북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1671566568668626,0.1306890166650424,0.1243901582956021,0.1505866114561766,0.1405470960786956,0.1372492283950617,0.1799280287884846,1,0.5343283582089552,0.4438181134911688,0.7181025081788439,0.9216454456415274,0.6338762214983715,0.320374869836862,0.3434782608695651
4K187018,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),전라북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.1434271314573708,0.143358347139655,0.1004527745603875,0.136783988957902,0.1643983290661635,0.1680169753086419,0.194588831134213,1,0.4499999999999999,0.4926719278466742,0.5321701199563798,0.8237022526934379,0.7491856677524428,0.4311003123915303,0.3913043478260869
1C000387,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),인천광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,400-500만원 미만,0.0986980260394792,0.1082740473638047,0.1235477870204626,0.1312629399585921,0.0495216278129632,0.1070601851851851,0.1386112221777955,1,0.2910447761194031,0.3573844419391207,0.7115594329334789,0.7845249755142015,0.1938110749185671,0.2117320374869833,0.2086956521739129
3A020001,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.1698866022679546,0.1563200467790663,0.0796040855006844,0.1561076604554865,0.1111710012127745,0.1744791666666666,0.2678928428628548,3,0.5440298507462686,0.5426531379180757,0.3702290076335878,0.9608227228207636,0.49185667752443,0.4543561263450187,0.6304347826086953
1C001051,여자,30대,사무 종사자,고졸(대학 재학 포함),인천광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.2057958840823183,0.1716206997368677,0.1079288196272507,0.136783988957902,0.1231639940708799,0.1311728395061728,0.2425696388111422,3,0.6716417910447761,0.6016535137166477,0.5902399127589968,0.8237022526934379,0.5498371335504887,0.298507462686567,0.5478260869565217
4O156038,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),강원도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1627467450650987,0.1572946106617289,0.0906602084868906,0.1478260869565217,0.112855410322059,0.1408179012345679,0.2692256430761029,3,0.5186567164179107,0.5464111236377303,0.4561068702290079,0.9020568070519096,0.5000000000000001,0.3332176327664005,0.6347826086956521
3E088006,여자,30대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),대전광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.2257454850902982,0.1725952636195302,0.0533501807588361,0.1478260869565217,0.0948659210349009,0.1689814814814814,0.2602958816473411,3,0.742537313432836,0.6054114994363019,0.1663031624863687,0.9020568070519096,0.4130293159609121,0.4345713293995137,0.6056521739130434
4K186060,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),전라북도,2세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.1108777824443511,0.1998830523340805,0.0789021094380681,0.1423050379572118,0.0954723083142433,0.1929012345679012,0.2558976409436225,0,0.3343283582089553,0.7106350995866215,0.3647764449291164,0.8628795298726734,0.4159609120521173,0.5206525511975006,0.5913043478260867
1K000441,여자,30대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),전라북도,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.0608987820243595,0.1072994834811422,0.0926959390684777,0.1257418909592822,0.090958091901361,0.1758294753086419,0.2119152339064374,0,0.1567164179104479,0.3536264562194665,0.4719193020719736,0.7453476983349653,0.39413680781759,0.4592155501561954,0.4478260869565216
1M000033,여자,30대,단순노무 종사자,고졸(대학 재학 포함),충청북도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.120537589248215,0.1745443913848552,0.0827980765855884,0.136783988957902,0.0486457350761352,0.1359953703703703,0.2585632413701186,0,0.3686567164179105,0.6129274708756103,0.3950381679389312,0.8237022526934379,0.1895765472312703,0.3158625477264835,0.5999999999999999
3L202024,여자,30대,주부,고졸(대학 재학 포함),전라남도,2세대가족,기혼,맞벌이 하지 않음,200-300만원 미만,0.1610667786644267,0.1111977390117922,0.0667930223579376,0.134023464458247,0.0559223824282441,0.2971643518518518,0.3252032520325203,0,0.5126865671641793,0.3686583990980834,0.2707197382769905,0.8041136141038193,0.2247557003257329,0.8958694897604994,0.8173913043478258
1F000304,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),광주광역시,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.0745485090298194,0.1131468667771172,0.1256888140114422,0.134023464458247,0.1147419485244576,0.0974151234567901,0.119952019192323,1,0.2052238805970151,0.3761743705373919,0.7281897491821157,0.8041136141038193,0.5091205211726386,0.1770218674071501,0.1478260869565215
4H131058,여자,30대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.2028559428811423,0.1189942500730922,0.1148783826471517,0.1395445134575569,0.1754480528230696,0.1677276234567901,0.1230174596827935,1,0.6611940298507462,0.3987222848553172,0.6442202835332604,0.8432908912830556,0.8026058631921823,0.4300590072891355,0.1578260869565216
1H001757,여자,30대,주부,고졸(대학 재학 포함),경기도,2세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.0793784124317513,0.1263034791930611,0.1494156049278719,0.144375431331953,0.1250505322732785,0.1099537037037037,0.1292816206850593,1,0.2223880597014924,0.4269071777527245,0.9124863685932384,0.8775710088148868,0.5589576547231272,0.2221450885109336,0.1782608695652174
1D001043,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.1931961360772784,0.1189942500730922,0.096030325365905,0.1395445134575569,0.1363023851232987,0.1165123456790123,0.1239504198320671,1,0.626865671641791,0.3987222848553172,0.4978189749182115,0.8432908912830556,0.6133550488599349,0.2457480041652201,0.160869565217391
1H002165,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.116967660646787,0.1219179417210798,0.1211961672106981,0.1395445134575569,0.1709338364101873,0.1375385802469136,0.1026256164200986,1,0.3559701492537312,0.4099962420142803,0.6932933478735006,0.8432908912830556,0.780781758957655,0.3214161749392571,0.0913043478260869
1C000074,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),인천광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1818563628727425,0.1238670694864048,0.1290232003088695,0.1395445134575569,0.1732246327988142,0.1648341049382716,0.1052912168465947,1,0.5865671641791045,0.4175122134535888,0.7540894220283536,0.8432908912830556,0.7918566775244303,0.4196459562651856,0.1
3B042003,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),부산광역시,2세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.1973960520789584,0.1696715719715427,0.0794285914850303,0.1395445134575569,0.0921708664600458,0.1734182098765432,0.2439024390243902,3,0.6417910447761195,0.5941375422773392,0.3688658669574697,0.8432908912830556,0.4000000000000003,0.4505380076362372,0.5521739130434781
4I214039,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),경상북도,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.2106257874842503,0.1482311665529675,0.0796040855006844,0.1285024154589372,0.1250505322732785,0.1239390432098765,0.1510062641610022,3,0.6888059701492538,0.5114618564449454,0.3702290076335878,0.7649363369245838,0.5589576547231272,0.2724748351266919,0.2491304347826085
4O156076,여자,30대,기능원 및 관련 기능 종사자,고졸(대학 재학 포함),강원도,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.1522469550608987,0.1387778968911412,0.0889052683303499,0.1395445134575569,0.1119121412208597,0.1572145061728395,0.2852192456350793,3,0.4813432835820894,0.4750093949642991,0.4424754634678298,0.8432908912830556,0.4954397394136809,0.3922249219021172,0.6869565217391302
4O156064,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),강원도,2세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.1619067618647627,0.14920573043563,0.0896072443929662,0.1478260869565217,0.1181781431073979,0.1494984567901234,0.2785552445688391,3,0.5156716417910449,0.5152198421645996,0.4479280261723012,0.9020568070519096,0.5257328990228014,0.3644567858382503,0.6652173913043476
3P242050,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),제주특별자치도,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.1705165896682066,0.147256602670305,0.0810080376259169,0.1229813664596273,0.1001886538202398,0.1596257716049382,0.2332400373184059,3,0.546268656716418,0.5077038707252911,0.3811341330425298,0.7257590597453475,0.4387622149837134,0.4009024644220753,0.5173913043478258
4A025028,여자,30대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.2221755564888702,0.2310690965792808,0.0640202169106033,0.1616287094547964,0.0829403045411669,0.195216049382716,0.2212448353991736,3,0.7298507462686568,0.830890642615558,0.2491821155943293,1.0,0.3553745928338763,0.5289829920166605,0.4782608695652171
4O149031,여자,30대,주부,고졸(대학 재학 포함),강원도,2세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.1892062158756824,0.1514472273657538,0.09452107683128,0.1533471359558316,0.1354264923864708,0.1647376543209876,0.2638944422231107,3,0.6126865671641789,0.5238632093198045,0.4860959651035985,0.941234084231146,0.6091205211726386,0.4192988545643871,0.6173913043478257
4I206003,남자,40대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),경상북도,1세대가족,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.1581268374632507,0.2106032550433681,0.0554912077498157,0.1423050379572118,0.0598302115617841,0.1700424382716049,0.194588831134213,0,0.5022388059701494,0.7519729425028184,0.1829334787350055,0.8628795298726734,0.2436482084690556,0.4383894481082955,0.3913043478260869
3M170018,남자,40대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),충청북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.118647627047459,0.1189942500730922,0.0809378400196553,0.1395445134575569,0.0892736827920765,0.2192322530864197,0.2252432360389177,0,0.3619402985074627,0.3987222848553172,0.3805888767720829,0.8432908912830556,0.3859934853420197,0.6154113155154457,0.4913043478260865
1H002257,남자,40대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.1379672406551869,0.1787350160803041,0.0715313607805974,0.1285024154589372,0.0880609082333917,0.1638695987654321,0.1439424230307877,0,0.4305970149253733,0.6290868094701241,0.3075245365321704,0.7649363369245838,0.3801302931596094,0.4161749392572023,0.2260869565217391
4H133004,남자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.0724485510289794,0.1219179417210798,0.1175458916850935,0.1395445134575569,0.0946637919417868,0.218653549382716,0.2039184326269492,1,0.1977611940298509,0.4099962420142803,0.6649400218102506,0.8432908912830556,0.4120521172638439,0.6133287053106556,0.4217391304347824
3G101055,남자,40대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,400-500만원 미만,0.2133557328853423,0.2349673521099308,0.0801656663507774,0.1423050379572118,0.0922382428244172,0.1224922839506172,0.2159136345461815,3,0.6985074626865673,0.845922585494175,0.3745910577971647,0.8628795298726734,0.4003257328990232,0.2672683096147167,0.4608695652173912
1H001100,남자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.119487610247795,0.1253289153103986,0.0755677231406409,0.1416149068322981,0.0821317881687104,0.1936728395061728,0.1892576302812208,0,0.3649253731343284,0.4231491920330704,0.3388767720828792,0.8579823702252692,0.3514657980456029,0.5234293648038874,0.3739130434782607
4I207040,남자,40대,전문가 및 관련 종사자,대학교 졸업(전문대졸/대학원생 포함),경상북도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.0755984880302394,0.1422863268687262,0.1069109543364571,0.1159420289855072,0.0778197008489421,0.1089891975308642,0.2292416366786618,0,0.2089552238805972,0.4885381435550543,0.5823336968375137,0.6758080313418215,0.3306188925081433,0.2186740715029503,0.5043478260869562
