상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원 저스트 노슈가 파인애플 822g,과일/옥수수/팥,통조림,간식/요리재료,5480,4.9,10,822,1,822,66.67,003730362,https://www.dongwonmall.com/product/detail.do?productId=003730362,동원 저스트 노슈가 파인애플,,,확인필요,,,,,false,false,true
동원 Dole 후르츠칵테일 432g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,16000,4.9,10,432,6,2592,61.73,003618644,https://www.dongwonmall.com/product/detail.do?productId=003618644,동원 Dole 후르츠칵테일,,,확인필요,,,캔,,false,false,true
동원 양반 버섯 야채죽 420g x 20개,죽/스프,즉석조리식품,간편식사,46900,4,10,420,20,8400,55.83,003645681,https://www.dongwonmall.com/product/detail.do?productId=003645681,동원 양반 버섯 야채죽,죽류,레토르트죽,야채,전자레인지,식사대용,파우치,,false,false,true
[4%적립금] 동원 빵가루 1kg x 8개(1박스),부침가루/튀김가루/빵가루,가루류,요리재료,28000,5,10,1000,8,8000,35,000002255,https://www.dongwonmall.com/product/detail.do?productId=000002255,동원 빵가루,,,확인필요,,,,,false,false,true
동원 재래식압착 참기름 160ml,간장/고추장/된장/쌈장,장류,조미료,4200,5,9,160,1,160,262.5,001272228,https://www.dongwonmall.com/product/detail.do?productId=001272228,동원 재래식압착 참기름,,,확인필요,,,,,false,false,true
동원 리챔 더블라이트 120g x 12캔,햄/닭가슴살,가공육,반찬/주재료,25200,4.7,9,120,12,1440,175,003567819,https://www.dongwonmall.com/product/detail.do?productId=003567819,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원참치 마일드참치 200gx5캔,참치/연어통조림,통조림,반찬/주재료,15000,5,9,200,5,1000,150,000322726,https://www.dongwonmall.com/product/detail.do?productId=000322726,동원참치 마일드참치,참치/통조림,플레이크형,마일드,즉석,반찬,캔,,false,false,true
동원 런천미트 340g x 10캔,햄/닭가슴살,가공육,반찬/주재료,30900,5,9,340,10,3400,90.88,001479469,https://www.dongwonmall.com/product/detail.do?productId=001479469,동원 런천미트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 양반 수라 한우사골설렁탕 460g (1~2인분) x 10개,국/탕/찌개,즉석조리식품,간편식사,44000,5,9,460,10,4600,95.65,003720573,https://www.dongwonmall.com/product/detail.do?productId=003720573,동원 양반 수라 한우사골설렁탕,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,false,false,true
동원 Dole 후르츠칵테일 432g x 24캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,55000,5,9,432,24,10368,53.05,003618651,https://www.dongwonmall.com/product/detail.do?productId=003618651,동원 Dole 후르츠칵테일,,,확인필요,,,캔,,false,false,true
동원 재래식압착 참기름 160ml x 2병,간장/고추장/된장/쌈장,장류,조미료,8000,5,8,160,2,320,250,003691515,https://www.dongwonmall.com/product/detail.do?productId=003691515,동원 재래식압착 참기름 2병,,,확인필요,,,병,,false,false,true
동원참치 뽀로로 키즈 100g x 3캔,참치/연어통조림,통조림,반찬/주재료,6000,4.4,8,100,3,300,200,001471182,https://www.dongwonmall.com/product/detail.do?productId=001471182,동원참치 뽀로로 키즈,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 리챔 더블라이트 200g x 6캔,햄/닭가슴살,가공육,반찬/주재료,17400,5,8,200,6,1200,145,003610916,https://www.dongwonmall.com/product/detail.do?productId=003610916,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 참치액 순 500gx3개,고춧가루/액젓,양념,조미료,17940,4.9,8,500,3,1500,119.6,003672127,https://www.dongwonmall.com/product/detail.do?productId=003672127,동원 참치액 순,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 참치액 순 500gx3개,동원참치액,소스,조미료,17940,4.9,8,500,3,1500,119.6,003672127,https://www.dongwonmall.com/product/detail.do?productId=003672127,동원 참치액 순,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 참치액 진 900g,고춧가루/액젓,양념,조미료,9980,5,8,900,1,900,110.89,003672112,https://www.dongwonmall.com/product/detail.do?productId=003672112,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 참치액 진 900g,동원참치액,소스,조미료,9980,5,8,900,1,900,110.89,003672112,https://www.dongwonmall.com/product/detail.do?productId=003672112,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
양반 나주식 곰탕 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,2250,4.8,8,460,1,460,48.91,001571293,https://www.dongwonmall.com/product/detail.do?productId=001571293,양반 나주식 곰탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
[4%적립금] 동원 저스트 노슈가 황도 슬라이스 400g x 24캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,52000,4.9,8,400,24,9600,54.17,003691087,https://www.dongwonmall.com/product/detail.do?productId=003691087,동원 저스트 노슈가 황도 슬라이스,,슬라이스형,확인필요,,,캔,,false,false,true
동원 저스트 노슈가 파인애플 822gx6개,과일/옥수수/팥,통조림,간식/요리재료,26000,5,8,822,6,4932,52.72,003731541,https://www.dongwonmall.com/product/detail.do?productId=003731541,동원 저스트 노슈가 파인애플,,,확인필요,,,,,false,false,true
동원 지중해 황도 복숭아 820g x 6캔(1/2박스),과일/옥수수/팥,통조림,간식/요리재료,21000,4.9,8,820,6,4920,42.68,003618532,https://www.dongwonmall.com/product/detail.do?productId=003618532,동원 지중해 황도 복숭아,,,확인필요,,,캔,,false,false,true
"동원 국물의신 100g(4gx25입) 2종 각 1개(멸치,참치)",분말/액상조미료,조미료,조미료,13500,5,7,4,25,100,1350,001560694,https://www.dongwonmall.com/product/detail.do?productId=001560694,동원 국물의신 2종 각,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 자연산골뱅이 매실청 140g,골뱅이/수산통조림,통조림,안주/반찬,3880,4.6,7,140,1,140,277.14,003579775,https://www.dongwonmall.com/product/detail.do?productId=003579775,동원 자연산골뱅이 매실청,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원 을지로골뱅이 & 진미채 300g x 2캔 / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,13400,4.7,7,300,2,600,223.33,003600846,https://www.dongwonmall.com/product/detail.do?productId=003600846,동원 을지로골뱅이 & 진미채 특제간장소스,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원참치 야채참치 90g,참치/연어통조림,통조림,반찬/주재료,2000,5,7,90,1,90,222.22,003729417,https://www.dongwonmall.com/product/detail.do?productId=003729417,동원참치 야채참치,참치/통조림,플레이크형,야채,즉석,반찬,캔,,false,false,true
동원 을지로골뱅이 & 진미채 300g x 10캔 / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,62800,5,7,300,10,3000,209.33,003600862,https://www.dongwonmall.com/product/detail.do?productId=003600862,동원 을지로골뱅이 & 진미채 특제간장소스,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원참치 스프레드 체다치즈 100g,참치/연어통조림,통조림,반찬/주재료,2000,5,7,100,1,100,200,003675824,https://www.dongwonmall.com/product/detail.do?productId=003675824,동원참치 스프레드 체다치즈,참치/통조림,플레이크형,치즈,즉석,반찬,캔,,false,false,true
동원참치 마일드 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,13500,5,7,150,5,750,180,000322720,https://www.dongwonmall.com/product/detail.do?productId=000322720,동원참치 마일드,참치/통조림,플레이크형,마일드,즉석,반찬,캔,,false,false,true
동원 자연산골뱅이탕(얼큰한국물) 300g,골뱅이/수산통조림,통조림,안주/반찬,4900,4.6,7,300,1,300,163.33,000991122,https://www.dongwonmall.com/product/detail.do?productId=000991122,동원 자연산골뱅이탕,즉석국/탕,국/탕,"해물, 골뱅이",전자레인지,식사대용,캔,,false,false,true
동원참치 DHA 250g x 3캔,참치/연어통조림,통조림,반찬/주재료,11700,5,7,250,3,750,156,001479451,https://www.dongwonmall.com/product/detail.do?productId=001479451,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 리챔 순닭가슴살 135g x 8개,햄/닭가슴살,가공육,반찬/주재료,16800,4.9,7,135,8,1080,155.56,003688567,https://www.dongwonmall.com/product/detail.do?productId=003688567,동원 리챔 순닭가슴살,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
[4%적립금] 동원 화끈한골뱅이 400g x 24개(1박스),골뱅이/수산통조림,통조림,안주/반찬,149000,5,7,400,24,9600,155.21,003698221,https://www.dongwonmall.com/product/detail.do?productId=003698221,동원 화끈한골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원참치 마일드참치 200g x 3캔,참치/연어통조림,통조림,반찬/주재료,9300,5,7,200,3,600,155,003642003,https://www.dongwonmall.com/product/detail.do?productId=003642003,동원참치 마일드참치,참치/통조림,플레이크형,마일드,즉석,반찬,캔,,false,false,true
동원 떡볶이의신 더매운 컵떡볶이 160g x 10개,떡볶이/떡류,떡류,간식,23900,5,7,160,10,1600,149.38,003605687,https://www.dongwonmall.com/product/detail.do?productId=003605687,동원 떡볶이의신 더매운 컵떡볶이,,,확인필요,,,용기/트레이,,false,false,true
동원 김치찌개용 꽁치 300g x 6캔,고등어/꽁치통조림,통조림,반찬,25800,5,7,300,6,1800,143.33,003568984,https://www.dongwonmall.com/product/detail.do?productId=003568984,동원 김치찌개용 꽁치,즉석국/탕,국/탕,"해물, 꽁치",전자레인지,식사대용,캔,,false,false,true
동원 리챔 더블라이트 200g x 9캔,햄/닭가슴살,가공육,반찬/주재료,25600,5,7,200,9,1800,142.22,003610917,https://www.dongwonmall.com/product/detail.do?productId=003610917,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 김치찌개용 꽁치 300g x 12캔,고등어/꽁치통조림,통조림,반찬,44400,5,7,300,12,3600,123.33,003568989,https://www.dongwonmall.com/product/detail.do?productId=003568989,동원 김치찌개용 꽁치,즉석국/탕,국/탕,"해물, 꽁치",전자레인지,식사대용,캔,,false,false,true
동원 양반 캔갓김치 160g x 10캔,반찬/기타통조림,반찬,반찬,18500,4.6,7,160,10,1600,115.62,001082621,https://www.dongwonmall.com/product/detail.do?productId=001082621,동원 양반 캔갓김치,,,확인필요,,,캔,,false,false,true
동원 런천미트 200g x 4캔,햄/닭가슴살,가공육,반찬/주재료,8900,5,7,200,4,800,111.25,001479442,https://www.dongwonmall.com/product/detail.do?productId=001479442,동원 런천미트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 참치액 순 900g,동원참치액,소스,조미료,9980,5,7,900,1,900,110.89,003672149,https://www.dongwonmall.com/product/detail.do?productId=003672149,동원 참치액 순,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 참치액 순 900g,분말/액상조미료,조미료,조미료,9980,5,7,900,1,900,110.89,003672149,https://www.dongwonmall.com/product/detail.do?productId=003672149,동원 참치액 순,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
양반 나주식 곰탕 460g (1~2인분) x 10개,국/탕/찌개,즉석조리식품,간편식사,20000,4.9,7,460,10,4600,43.48,003566145,https://www.dongwonmall.com/product/detail.do?productId=003566145,양반 나주식 곰탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
