상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원 떡볶이의신 짜장떡볶이 385g (2인분),떡볶이/떡류,떡류,간식,4980,4.7,31,385,1,385,129.35,000901966,https://www.dongwonmall.com/product/detail.do?productId=000901966,동원 떡볶이의신 짜장떡볶이,,,확인필요,,,,,false,false,true
동원 양반 야채죽 287g x 12개,죽/스프,즉석조리식품,간편식사,19900,5,31,287,12,3444,57.78,001478716,https://www.dongwonmall.com/product/detail.do?productId=001478716,동원 양반 야채죽,죽류,레토르트죽,야채,전자레인지,식사대용,캔,,false,false,true
동원 자연산골뱅이 230g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,17940,5,30,230,3,690,260,001479755,https://www.dongwonmall.com/product/detail.do?productId=001479755,동원 자연산골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원참치 DHA 150g,참치/연어통조림,통조림,반찬/주재료,2800,5,30,150,1,150,186.67,000002158,https://www.dongwonmall.com/product/detail.do?productId=000002158,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 김치찌개용 150g x 20캔,참치/연어통조림,통조림,반찬/주재료,50000,5,30,150,20,3000,166.67,003667788,https://www.dongwonmall.com/product/detail.do?productId=003667788,동원참치 김치찌개용,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 저스트 노슈가 황도 슬라이스 400g,과일/옥수수/팥,통조림,간식/요리재료,2580,4.6,30,400,1,400,64.5,003691022,https://www.dongwonmall.com/product/detail.do?productId=003691022,동원 저스트 노슈가 황도 슬라이스,,슬라이스형,확인필요,,,캔,,false,false,true
동원 화끈한 골뱅이 400g,골뱅이/수산통조림,통조림,안주/반찬,9280,4.9,29,400,1,400,232,000105940,https://www.dongwonmall.com/product/detail.do?productId=000105940,동원 화끈한 골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원 김치찌개용 꽁치 300g x 3캔,고등어/꽁치통조림,통조림,반찬,12600,4.7,29,300,3,900,140,003568982,https://www.dongwonmall.com/product/detail.do?productId=003568982,동원 김치찌개용 꽁치,즉석국/탕,국/탕,"해물, 꽁치",전자레인지,식사대용,캔,,false,false,true
동원 양반 나주식 곰탕 460g (1~2인분) x 20개,국/탕/찌개,즉석조리식품,간편식사,38000,5,29,460,20,9200,41.3,003566146,https://www.dongwonmall.com/product/detail.do?productId=003566146,동원 양반 나주식 곰탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 들깨닭죽 420g,죽/스프,즉석조리식품,간편식사,3400,4.7,29,420,1,420,80.95,001212830,https://www.dongwonmall.com/product/detail.do?productId=001212830,동원 양반 들깨닭죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 들깨닭죽 420g x 10개,죽/스프,즉석조리식품,간편식사,28900,4.9,29,420,10,4200,68.81,003565765,https://www.dongwonmall.com/product/detail.do?productId=003565765,동원 양반 들깨닭죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원참치 동원맛참 매콤참기름 135g x 10캔,참치/연어통조림,통조림,반찬/주재료,25000,4.9,28,135,10,1350,185.19,003646918,https://www.dongwonmall.com/product/detail.do?productId=003646918,동원참치 동원맛참 매콤참기름,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,false,false,true
동원 꽁치 230g,고등어/꽁치통조림,통조림,반찬,4000,4.9,28,230,1,230,173.91,001379285,https://www.dongwonmall.com/product/detail.do?productId=001379285,동원 꽁치,수산가공/통조림,,"해물, 꽁치",즉석,식재료,캔,,false,false,true
동원참치 고추참치 250g x 3캔,참치/연어통조림,통조림,반찬/주재료,10800,4.9,28,250,3,750,144,001479516,https://www.dongwonmall.com/product/detail.do?productId=001479516,동원참치 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,false,false,true
동원참치 DHA 250g x 15캔,참치/연어통조림,통조림,반찬/주재료,49500,5,28,250,15,3750,132,003605654,https://www.dongwonmall.com/product/detail.do?productId=003605654,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 양반 진국 사골곰탕 500g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,4450,5,28,500,3,1500,29.67,003566227,https://www.dongwonmall.com/product/detail.do?productId=003566227,동원 양반 진국 사골곰탕,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,false,false,true
동원 양반 참치죽 287g,죽/스프,즉석조리식품,간편식사,2100,5,28,287,1,287,73.17,000578078,https://www.dongwonmall.com/product/detail.do?productId=000578078,동원 양반 참치죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 저스트 노슈가 파인애플 425g,과일/옥수수/팥,통조림,간식/요리재료,2980,4.8,28,425,1,425,70.12,003730301,https://www.dongwonmall.com/product/detail.do?productId=003730301,동원 저스트 노슈가 파인애플,,,확인필요,,,,,false,false,true
동원참치 콘참치 85g,참치/연어통조림,통조림,반찬/주재료,1800,5,27,85,1,85,211.76,001005850,https://www.dongwonmall.com/product/detail.do?productId=001005850,동원참치 콘참치,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 떡볶이의신 더매운 컵떡볶이 160g,떡볶이/떡류,떡류,간식,2700,4.7,27,160,1,160,168.75,001019792,https://www.dongwonmall.com/product/detail.do?productId=001019792,동원 떡볶이의신 더매운 컵떡볶이,,,확인필요,,,용기/트레이,,false,false,true
동원 런천미트 340g,햄/닭가슴살,가공육,반찬/주재료,3500,4.9,27,340,1,340,102.94,000002234,https://www.dongwonmall.com/product/detail.do?productId=000002234,동원 런천미트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 화끈한골뱅이 140g,골뱅이/수산통조림,통조림,안주/반찬,3300,4.9,26,140,1,140,235.71,000105960,https://www.dongwonmall.com/product/detail.do?productId=000105960,동원 화끈한골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원 자연산왕골뱅이 400g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,43900,5,26,400,5,2000,219.5,003600754,https://www.dongwonmall.com/product/detail.do?productId=003600754,동원 자연산왕골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원참치 매운고추참치 150g x 20캔,참치/연어통조림,통조림,반찬/주재료,50000,5,26,150,20,3000,166.67,003667746,https://www.dongwonmall.com/product/detail.do?productId=003667746,동원참치 매운고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,false,false,true
동원 자연산왕골뱅이 400g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,84800,5,25,400,10,4000,212,003600755,https://www.dongwonmall.com/product/detail.do?productId=003600755,동원 자연산왕골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원참치 루피는 참치마요 100g x 10캔,참치/연어통조림,통조림,반찬/주재료,20000,4.9,25,100,10,1000,200,003569158,https://www.dongwonmall.com/product/detail.do?productId=003569158,동원참치 루피는 참치마요,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 포도씨유 150g,참치/연어통조림,통조림,반찬/주재료,2800,4.9,25,150,1,150,186.67,000002168,https://www.dongwonmall.com/product/detail.do?productId=000002168,동원참치 포도씨유,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 양반 진국사골곰탕 300g (1인분),국/탕/찌개,즉석조리식품,간편식사,1500,5,25,300,1,300,50,001479728,https://www.dongwonmall.com/product/detail.do?productId=001479728,동원 양반 진국사골곰탕,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,false,false,true
[4%적립금] 동원 자연산골뱅이 230g x 24캔(1박스),골뱅이/수산통조림,통조림,안주/반찬,109000,5,24,230,24,5520,197.46,003698224,https://www.dongwonmall.com/product/detail.do?productId=003698224,동원 자연산골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원맛참 마요참기름 135gX5캔,참치/연어통조림,통조림,반찬/주재료,12000,4.9,24,135,5,675,177.78,003844362,https://www.dongwonmall.com/product/detail.do?productId=003844362,동원맛참 마요참기름,,,확인필요,,,캔,,false,false,true
동원 리챔 더블라이트 200g x 3캔,햄/닭가슴살,가공육,반찬/주재료,8900,4.9,24,200,3,600,148.33,001479635,https://www.dongwonmall.com/product/detail.do?productId=001479635,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 양반 수라 도가니설렁탕 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,14600,4.9,24,460,3,1380,105.8,003623148,https://www.dongwonmall.com/product/detail.do?productId=003623148,동원 양반 수라 도가니설렁탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 초밥의달인 롤유부초밥(새콤한맛) 254g,아이반찬,반찬,반찬,5200,4.8,23,254,1,254,204.72,001414907,https://www.dongwonmall.com/product/detail.do?productId=001414907,동원 초밥의달인 롤유부초밥,,,확인필요,,,,,false,false,true
동원참치 동원맛참 고소참기름 135g,참치/연어통조림,통조림,반찬/주재료,2500,4.9,23,135,1,135,185.19,003646912,https://www.dongwonmall.com/product/detail.do?productId=003646912,동원참치 동원맛참 고소참기름,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 DHA 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,13500,5,23,150,5,750,180,000002621,https://www.dongwonmall.com/product/detail.do?productId=000002621,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 야채참치 150g x 20캔,참치/연어통조림,통조림,반찬/주재료,50000,5,23,150,20,3000,166.67,003667783,https://www.dongwonmall.com/product/detail.do?productId=003667783,동원참치 야채참치,참치/통조림,플레이크형,야채,즉석,반찬,캔,,false,false,true
동원 양반 쇠고기죽 420g x 20개,죽/스프,즉석조리식품,간편식사,46900,5,23,420,20,8400,55.83,003645673,https://www.dongwonmall.com/product/detail.do?productId=003645673,동원 양반 쇠고기죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 한입골뱅이 400g,골뱅이/수산통조림,통조림,안주/반찬,9280,4.9,22,400,1,400,232,000002199,https://www.dongwonmall.com/product/detail.do?productId=000002199,동원 한입골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원참치 카레참치 90g,참치/연어통조림,통조림,반찬/주재료,2000,5,22,90,1,90,222.22,003688306,https://www.dongwonmall.com/product/detail.do?productId=003688306,동원참치 카레참치,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원홈푸드 비비드키친 저당 쌈장소스 300g,간장/고추장/된장/쌈장,장류,조미료,5480,5,22,300,1,300,182.67,003738603,https://www.dongwonmall.com/product/detail.do?productId=003738603,동원홈푸드 비비드키친 저당 쌈장소스,소스/조미료,,확인필요,,,,,false,false,true
[10%적립]동원 리챔 순닭가슴살 135g x 16개,햄/닭가슴살,가공육,반찬/주재료,33900,4.9,22,135,16,2160,156.94,003688581,https://www.dongwonmall.com/product/detail.do?productId=003688581,동원 리챔 순닭가슴살,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
[4%적립금] 동원참치 DHA 250g x 36개(1박스),참치/연어통조림,통조림,반찬/주재료,115000,5,22,250,36,9000,127.78,000522424,https://www.dongwonmall.com/product/detail.do?productId=000522424,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 양반 수라 통다리 삼계탕 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,5980,5,22,460,1,460,130,001395118,https://www.dongwonmall.com/product/detail.do?productId=001395118,동원 양반 수라 통다리 삼계탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 참치죽 420g,죽/스프,즉석조리식품,간편식사,3200,4.8,22,420,1,420,76.19,001332334,https://www.dongwonmall.com/product/detail.do?productId=001332334,동원 양반 참치죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 을지로골뱅이 & 진미채 300g / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,6980,5,21,300,1,300,232.67,001245823,https://www.dongwonmall.com/product/detail.do?productId=001245823,동원 을지로골뱅이 & 진미채 특제간장소스,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원 자연산골뱅이 300g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,19800,4.9,21,300,3,900,220,003600794,https://www.dongwonmall.com/product/detail.do?productId=003600794,동원 자연산골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원참치 루피는 참치마요 100g x 3캔,참치/연어통조림,통조림,반찬/주재료,5300,5,21,100,3,300,176.67,001577241,https://www.dongwonmall.com/product/detail.do?productId=001577241,동원참치 루피는 참치마요,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 양반 보양 삼계탕 900g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,45500,5,21,900,5,4500,101.11,003566181,https://www.dongwonmall.com/product/detail.do?productId=003566181,동원 양반 보양 삼계탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 한우사골시래기국 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,19300,4.8,21,460,5,2300,83.91,003566208,https://www.dongwonmall.com/product/detail.do?productId=003566208,동원 양반 한우사골시래기국,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,false,false,true
동원 고등어 300g,고등어/꽁치통조림,통조림,반찬,2800,4.9,21,300,1,300,93.33,001379287,https://www.dongwonmall.com/product/detail.do?productId=001379287,동원 고등어,수산가공/통조림,,"해물, 고등어",즉석,식재료,캔,,false,false,true
