상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
[4%적립금] 동원 양반 호박죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,5,1,420,60,25200,49.13,003686508,https://www.dongwonmall.com/product/detail.do?productId=003686508,동원 양반 호박죽 박스,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
★시식코너특가★동원홈푸드 비비드키친 저칼로리 데리야끼소스 285g x 2개,기타양념,양념,조미료,6900,5,1,285,2,570,121.05,003698282,https://www.dongwonmall.com/product/detail.do?productId=003698282,동원홈푸드 비비드키친 저칼로리 데리야끼소스,소스/조미료,,확인필요,,,,,false,false,true
양반 캔볶음김치 160g x 4개,반찬/기타통조림,반찬,반찬,7700,5,1,160,4,640,120.31,003655482,https://www.dongwonmall.com/product/detail.do?productId=003655482,양반 캔볶음김치,,,확인필요,,,캔,,false,false,true
[동원] 동원 쯔유 500g,간장/고추장/된장/쌈장,장류,조미료,5980,5,1,500,1,500,119.6,003823695,https://www.dongwonmall.com/product/detail.do?productId=003823695,동원 쯔유,,,확인필요,,,,,false,false,true
[동원] 미니 파인애플 234g x 5,과일/옥수수/팥,통조림,간식/요리재료,12000,5,1,234,5,1170,102.56,001400638,https://www.dongwonmall.com/product/detail.do?productId=001400638,미니 파인애플 5,,,확인필요,,,,,false,false,true
동원 양반 캔김치 160g x 48캔,반찬/기타통조림,반찬,반찬,78000,5,1,160,48,7680,101.56,003679979,https://www.dongwonmall.com/product/detail.do?productId=003679979,동원 양반 캔김치,,,확인필요,,,캔,,false,false,true
[4%적립금] 동원 고추참치(덕용) 1880gx6개 ( 박스 ),참치/연어통조림,통조림,반찬/주재료,109000,5,1,1880,6,11280,96.63,003758624,https://www.dongwonmall.com/product/detail.do?productId=003758624,동원 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,false,false,true
동원 참치액 진 2kg,동원참치액,소스,조미료,18900,5,1,2000,1,2000,94.5,003823706,https://www.dongwonmall.com/product/detail.do?productId=003823706,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
양반 1등비법 듬뿍 밤단팥죽 285g x 3개,죽/스프,즉석조리식품,간편식사,7900,5,1,285,3,855,92.4,003733050,https://www.dongwonmall.com/product/detail.do?productId=003733050,양반 1등비법 듬뿍 밤단팥죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
[4% 적립금] 동원 양반 떡국떡 320g x 12개(1박스) / 실온,떡볶이/떡류,떡류,간식,33000,5,1,320,12,3840,85.94,003720743,https://www.dongwonmall.com/product/detail.do?productId=003720743,동원 양반 떡국떡 실온,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
[4%적립금] 동원 꽁치 1.8kg x 6개(1박스),고등어/꽁치통조림,통조림,반찬,92400,5,1,1800,6,10800,85.56,003687736,https://www.dongwonmall.com/product/detail.do?productId=003687736,동원 꽁치,수산가공/통조림,,"해물, 꽁치",즉석,식재료,캔,,false,false,true
[2%적립금] 동원 꽁치 1880g,고등어/꽁치통조림,통조림,반찬,16000,5,1,1880,1,1880,85.11,000002192,https://www.dongwonmall.com/product/detail.do?productId=000002192,동원 꽁치,수산가공/통조림,,"해물, 꽁치",즉석,식재료,캔,,false,false,true
양반 1등비법 듬뿍 밤단팥죽 285g x 6개,죽/스프,즉석조리식품,간편식사,13900,5,1,285,6,1710,81.29,003733051,https://www.dongwonmall.com/product/detail.do?productId=003733051,양반 1등비법 듬뿍 밤단팥죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 미니파인코코 227g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,11000,5,1,227,6,1362,80.76,003619059,https://www.dongwonmall.com/product/detail.do?productId=003619059,동원 미니파인코코,,,확인필요,,,캔,,false,false,true
동원 하루미 소갈비양념 500g,고기/찌개양념,양념,조미료,3980,5,1,500,1,500,79.6,003751043,https://www.dongwonmall.com/product/detail.do?productId=003751043,동원 하루미 소갈비양념,소스/조미료,,확인필요,,,,,false,false,true
동원 저스트 노슈가 후르츠칵테일 425gx6개,과일/옥수수/팥,통조림,간식/요리재료,17500,5,1,425,6,2550,68.63,003731539,https://www.dongwonmall.com/product/detail.do?productId=003731539,동원 저스트 노슈가 후르츠칵테일,,,확인필요,,,캔,,false,false,true
동원 저스트 노슈가 후르츠칵테일 425gx12개,과일/옥수수/팥,통조림,간식/요리재료,30000,5,1,425,12,5100,58.82,003731556,https://www.dongwonmall.com/product/detail.do?productId=003731556,동원 저스트 노슈가 후르츠칵테일,,,확인필요,,,캔,,false,false,true
[2% 적립금] 동원 참치액 진 2kgx6개 ( 1box),동원참치액,소스,조미료,69900,5,1,2000,6,12000,58.25,003823711,https://www.dongwonmall.com/product/detail.do?productId=003823711,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
[4%적립금] 동원 저스트 노슈가 황도 2절 400g x 24캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,52000,5,1,400,24,9600,54.17,003691119,https://www.dongwonmall.com/product/detail.do?productId=003691119,동원 저스트 노슈가 황도 2절,,,확인필요,,,캔,,false,false,true
[4%적립금] 동원 저스트 노슈가 후르츠칵테일 425gx48개(2박스),과일/옥수수/팥,통조림,간식/요리재료,95000,5,1,425,48,20400,46.57,003731589,https://www.dongwonmall.com/product/detail.do?productId=003731589,동원 저스트 노슈가 후르츠칵테일,,,확인필요,,,캔,,false,false,true
동원 하루미 국물의신 참치링 80g ( 20정),분말/액상조미료,조미료,조미료,6980,0,0,80,1,80,872.5,003808908,https://www.dongwonmall.com/product/detail.do?productId=003808908,동원 하루미 국물의신 참치링,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 하루미 국물의신 멸치링 80g (20정),분말/액상조미료,조미료,조미료,6980,0,0,80,1,80,872.5,003808907,https://www.dongwonmall.com/product/detail.do?productId=003808907,동원 하루미 국물의신 멸치링,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
[동원산업] 수산명가 동원 냉장 낙지젓갈 180g,젓갈,젓갈,반찬,13900,0,0,180,1,180,772.22,003792454,https://www.dongwonmall.com/product/detail.do?productId=003792454,수산명가 동원 냉장 낙지젓갈,수산가공/통조림,,해물,즉석,식재료,캔,,false,false,true
[냉동] 동원 MSC 짜먹는 간편명란 300g(30g x 10ea),젓갈,젓갈,반찬,12900,0,0,30,10,300,430,003686071,https://www.dongwonmall.com/product/detail.do?productId=003686071,동원 MSC 짜먹는 간편명란,냉동식품,,확인필요,냉동조리,,,,false,false,true
식자재 아울렛 동원홈푸드 파마산블렌드 227g,찹쌀가루/전분/기타가루,가루류,요리재료,7190,0,0,227,1,227,316.74,003607943,https://www.dongwonmall.com/product/detail.do?productId=003607943,식자재 아울렛 동원홈푸드 파마산블렌드,,,확인필요,,,,,false,false,true
동원 자연산골뱅이 매실청 140gx2캔,골뱅이/수산통조림,통조림,안주/반찬,7400,0,0,140,2,280,264.29,003698045,https://www.dongwonmall.com/product/detail.do?productId=003698045,동원 자연산골뱅이 매실청,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
[4%적립금] 동원 양반 보양 삼계탕 900g x 15개입 x 3박스,국/탕/찌개,즉석조리식품,간편식사,339000,0,0,900,45,40500,83.7,003686994,https://www.dongwonmall.com/product/detail.do?productId=003686994,동원 양반 보양 삼계탕 박스,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
[동원] 동원 참치뱃살 깊은간장맛 135gx3캔,참치/연어통조림,통조림,반찬/주재료,9900,0,0,135,3,405,244.44,003810465,https://www.dongwonmall.com/product/detail.do?productId=003810465,동원 참치뱃살 깊은간장맛,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 참치다시 300g,분말/액상조미료,조미료,조미료,6980,0,0,300,1,300,232.67,003747421,https://www.dongwonmall.com/product/detail.do?productId=003747421,동원 참치다시,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 프리미엄 동원참치액 500g,고춧가루/액젓,양념,조미료,11480,0,0,500,1,500,229.6,003672212,https://www.dongwonmall.com/product/detail.do?productId=003672212,동원 프리미엄 동원참치액,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 프리미엄 동원참치액 500gx3개,고춧가루/액젓,양념,조미료,34440,0,0,500,3,1500,229.6,003672454,https://www.dongwonmall.com/product/detail.do?productId=003672454,동원 프리미엄 동원참치액,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 화끈한 골뱅이 400gx2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,0,0,400,2,800,227.5,003698147,https://www.dongwonmall.com/product/detail.do?productId=003698147,동원 화끈한 골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
양반 깍둑순살 갈비탕 700g,한식,즉석조리식품,메인요리,15900,0,0,700,1,700,227.14,003842798,https://www.dongwonmall.com/product/detail.do?productId=003842798,양반 깍둑순살 갈비탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
양반 차돌박이 육개장 700g,한식,즉석조리식품,메인요리,15900,0,0,700,1,700,227.14,003842799,https://www.dongwonmall.com/product/detail.do?productId=003842799,양반 차돌박이 육개장,,,확인필요,,,,,false,false,true
동원 화끈한 골뱅이 400gx5캔,골뱅이/수산통조림,통조림,안주/반찬,43900,0,0,400,5,2000,219.5,003662802,https://www.dongwonmall.com/product/detail.do?productId=003662802,동원 화끈한 골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원 마이플랜트 오리지널 200g,햄/닭가슴살,가공육,반찬/주재료,4280,0,0,200,1,200,214,003646949,https://www.dongwonmall.com/product/detail.do?productId=003646949,동원 마이플랜트 오리지널,,,확인필요,,,,,false,false,true
동원 화끈한 골뱅이 400g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,84800,0,0,400,10,4000,212,003621557,https://www.dongwonmall.com/product/detail.do?productId=003621557,동원 화끈한 골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원 을지로 골뱅이 & 구운아귀채 300g x 10캔 / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,62800,0,0,300,10,3000,209.33,003600761,https://www.dongwonmall.com/product/detail.do?productId=003600761,동원 을지로 골뱅이 & 구운아귀채 참치액소스,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원참치 살코기 라이트스탠다드 90gx3캔,참치/연어통조림,통조림,반찬/주재료,5400,0,0,90,3,270,200,003744169,https://www.dongwonmall.com/product/detail.do?productId=003744169,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 고추참치 90g x 3캔,참치/연어통조림,통조림,반찬/주재료,5400,0,0,90,3,270,200,003743878,https://www.dongwonmall.com/product/detail.do?productId=003743878,동원 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,false,false,true
동원참치 스프레드 체다치즈 100gx10캔,참치/연어통조림,통조림,반찬/주재료,20000,0,0,100,10,1000,200,003675827,https://www.dongwonmall.com/product/detail.do?productId=003675827,동원참치 스프레드 체다치즈,참치/통조림,플레이크형,치즈,즉석,반찬,캔,,false,false,true
비비드그린 비건 카레 180g,카레,소스,요리재료,3600,0,0,180,1,180,200,003586100,https://www.dongwonmall.com/product/detail.do?productId=003586100,비비드그린 비건 카레,,,확인필요,,,,,false,false,true
동원홈푸드 비비드키친 저당 볶음고추장 300g x 4개,간장/고추장/된장/쌈장,장류,조미료,24000,0,0,300,4,1200,200,003731376,https://www.dongwonmall.com/product/detail.do?productId=003731376,동원홈푸드 비비드키친 저당 볶음고추장,,,스파이시(고추소스),,,,,false,false,true
