상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원 저스트 노슈가 스위트콘 340g x 12캔,과일/옥수수/팥,통조림,간식/요리재료,19200,4.9,14,340,12,4080,47.06,003691053,https://www.dongwonmall.com/product/detail.do?productId=003691053,동원 저스트 노슈가 스위트콘,,,확인필요,,,캔,,false,false,true
동원 화끈한골뱅이 140g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,16900,4.9,13,140,5,700,241.43,000106600,https://www.dongwonmall.com/product/detail.do?productId=000106600,동원 화끈한골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
[4%적립금] 동원 단호박죽 285g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,5,13,285,72,20520,49.85,003686329,https://www.dongwonmall.com/product/detail.do?productId=003686329,동원 단호박죽 박스,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 떡볶이의신 우리쌀 국물떡볶이 422g(2인),떡볶이/떡류,떡류,간식,4980,4.9,13,422,1,422,118.01,003607054,https://www.dongwonmall.com/product/detail.do?productId=003607054,동원 떡볶이의신 우리쌀 국물떡볶이,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
[4%적립금] 동원 번데기 130gx48캔(1박스),골뱅이/수산통조림,통조림,안주/반찬,50000,4.7,13,130,48,6240,80.13,003702245,https://www.dongwonmall.com/product/detail.do?productId=003702245,동원 번데기,,,확인필요,,,캔,,false,false,true
동원 리챔 순닭가슴살 135g x 4개,햄/닭가슴살,가공육,반찬/주재료,15900,4.8,12,135,4,540,294.44,003688566,https://www.dongwonmall.com/product/detail.do?productId=003688566,동원 리챔 순닭가슴살,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 양반 수라 통다리 닭볶음탕 490g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,25900,4.8,12,490,5,2450,105.71,003603765,https://www.dongwonmall.com/product/detail.do?productId=003603765,동원 양반 수라 통다리 닭볶음탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 수라 도가니설렁탕 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,4900,4.8,12,460,1,460,106.52,003623147,https://www.dongwonmall.com/product/detail.do?productId=003623147,동원 양반 수라 도가니설렁탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 저스트 노슈가 황도 2절 400g,과일/옥수수/팥,통조림,간식/요리재료,2580,4.8,12,400,1,400,64.5,003691026,https://www.dongwonmall.com/product/detail.do?productId=003691026,동원 저스트 노슈가 황도 2절,,,확인필요,,,캔,,false,false,true
동원 Dole 후르츠칵테일 432g x 3캔,과일/옥수수/팥,통조림,간식/요리재료,8100,4.7,12,432,3,1296,62.5,003618638,https://www.dongwonmall.com/product/detail.do?productId=003618638,동원 Dole 후르츠칵테일,,,확인필요,,,캔,,false,false,true
동원 양반 백합죽 420g x 20개,죽/스프,즉석조리식품,간편식사,46900,5,12,420,20,8400,55.83,003645678,https://www.dongwonmall.com/product/detail.do?productId=003645678,동원 양반 백합죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 밤단팥죽 420g x 20개,죽/스프,즉석조리식품,간편식사,46900,5,12,420,20,8400,55.83,003645676,https://www.dongwonmall.com/product/detail.do?productId=003645676,동원 양반 밤단팥죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원참치 콘참치 85g x 5캔,참치/연어통조림,통조림,반찬/주재료,8250,4.8,11,85,5,425,194.12,001006006,https://www.dongwonmall.com/product/detail.do?productId=001006006,동원참치 콘참치,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 DHA 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,5,11,150,3,450,182.22,001479449,https://www.dongwonmall.com/product/detail.do?productId=001479449,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
