상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원 양반 수라 왕갈비탕 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,23900,4.9,82,460,5,2300,103.91,003565923,https://www.dongwonmall.com/product/detail.do?productId=003565923,동원 양반 수라 왕갈비탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 백합 미역국 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,4300,4.9,81,460,1,460,93.48,001243297,https://www.dongwonmall.com/product/detail.do?productId=001243297,동원 양반 백합 미역국,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 전통잣죽 285g x 24개,죽/스프,즉석조리식품,간편식사,49800,4.9,81,285,24,6840,72.81,001478679,https://www.dongwonmall.com/product/detail.do?productId=001478679,동원 양반 전통잣죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 양반 백합우거지된장국 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,12000,4.8,80,460,3,1380,86.96,003566196,https://www.dongwonmall.com/product/detail.do?productId=003566196,동원 양반 백합우거지된장국,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 단호박죽 285g x 4개,죽/스프,즉석조리식품,간편식사,7600,4.9,80,285,4,1140,66.67,003565298,https://www.dongwonmall.com/product/detail.do?productId=003565298,동원 양반 단호박죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원맛참 마요참기름 135g,참치/연어통조림,통조림,반찬/주재료,2880,4.9,79,135,1,135,213.33,003774396,https://www.dongwonmall.com/product/detail.do?productId=003774396,동원맛참 마요참기름,,,확인필요,,,,,false,false,true
동원 화끈한 골뱅이 400gx3캔,골뱅이/수산통조림,통조림,안주/반찬,26900,4.9,77,400,3,1200,224.17,000106160,https://www.dongwonmall.com/product/detail.do?productId=000106160,동원 화끈한 골뱅이,수산가공/통조림,슬라이스형,골뱅이,즉석,식재료,캔,,false,false,true
동원 양반 쇠고기죽 287g,죽/스프,즉석조리식품,간편식사,2200,5,77,287,1,287,76.66,000011119,https://www.dongwonmall.com/product/detail.do?productId=000011119,동원 양반 쇠고기죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 양반 영양닭죽 285g x 24개,죽/스프,즉석조리식품,간편식사,42900,4.9,76,285,24,6840,62.72,001212908,https://www.dongwonmall.com/product/detail.do?productId=001212908,동원 양반 영양닭죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 양반 단호박죽 420g x 20개,죽/스프,즉석조리식품,간편식사,45550,5,74,420,20,8400,54.23,003645674,https://www.dongwonmall.com/product/detail.do?productId=003645674,동원 양반 단호박죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 떡볶이의신 신당동 즉석쫄볶이 397g (2인분),떡볶이/떡류,떡류,간식,4980,4.9,73,397,1,397,125.44,000907598,https://www.dongwonmall.com/product/detail.do?productId=000907598,동원 떡볶이의신 신당동 즉석쫄볶이,,,확인필요,,,,,false,false,true
동원 양반 소고기 미역국 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,4300,5,73,460,1,460,93.48,001425333,https://www.dongwonmall.com/product/detail.do?productId=001425333,동원 양반 소고기 미역국,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 수라 통다리 삼계탕 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,25900,5,73,460,5,2300,112.61,001478661,https://www.dongwonmall.com/product/detail.do?productId=001478661,동원 양반 수라 통다리 삼계탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 단호박죽 420g,죽/스프,즉석조리식품,간편식사,3200,4.9,71,420,1,420,76.19,001073678,https://www.dongwonmall.com/product/detail.do?productId=001073678,동원 양반 단호박죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 영양닭죽 285g x 4개,죽/스프,즉석조리식품,간편식사,7600,4.9,71,285,4,1140,66.67,003565338,https://www.dongwonmall.com/product/detail.do?productId=003565338,동원 양반 영양닭죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 구운소금 210g,소금,양념,조미료,2900,4.9,70,210,1,210,138.1,003568279,https://www.dongwonmall.com/product/detail.do?productId=003568279,동원 구운소금,,,확인필요,,,,,false,false,true
동원 리챔 340g x 9캔,햄/닭가슴살,가공육,반찬/주재료,36900,5,70,340,9,3060,120.59,003567234,https://www.dongwonmall.com/product/detail.do?productId=003567234,동원 리챔,햄/통조림,블록형,"돼지고기, 소고기 (햄)",조리 필요,반찬,캔,부드럽다; 짠맛; 낮음; 맛있다,false,false,true
동원 양반 수라 부대찌개 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15000,4.8,70,460,3,1380,108.7,001478673,https://www.dongwonmall.com/product/detail.do?productId=001478673,동원 양반 수라 부대찌개,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 쇠고기죽 420g,죽/스프,즉석조리식품,간편식사,3300,4.9,70,420,1,420,78.57,001073677,https://www.dongwonmall.com/product/detail.do?productId=001073677,동원 양반 쇠고기죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 고등어 400g x 3캔,고등어/꽁치통조림,통조림,반찬,7500,4.8,70,400,3,1200,62.5,000560033,https://www.dongwonmall.com/product/detail.do?productId=000560033,동원 고등어,,,확인필요,,,캔,,false,false,true
