상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원 양반 수라 차돌육개장 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,24000,4.9,58,460,5,2300,104.35,001479782,https://www.dongwonmall.com/product/detail.do?productId=001479782,동원 양반 수라 차돌육개장,,,확인필요,,,,,false,false,true
동원참치 콘참치 85g x 20캔,참치/연어통조림,통조림,반찬/주재료,30800,5,56,85,20,1700,181.18,001006012,https://www.dongwonmall.com/product/detail.do?productId=001006012,동원참치 콘참치,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 마일드참치 150gx10캔,참치/연어통조림,통조림,반찬/주재료,27000,4.9,56,150,10,1500,180,000075940,https://www.dongwonmall.com/product/detail.do?productId=000075940,동원 마일드참치,참치/통조림,플레이크형,마일드,즉석,반찬,캔,,false,false,true
동원참치 김치찌개용 250g,참치/연어통조림,통조림,반찬/주재료,3700,5,56,250,1,250,148,000002177,https://www.dongwonmall.com/product/detail.do?productId=000002177,동원참치 김치찌개용,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 캔볶음김치 160g x 10캔,반찬/기타통조림,반찬,반찬,18500,4.9,56,160,10,1600,115.62,001507641,https://www.dongwonmall.com/product/detail.do?productId=001507641,동원 양반 캔볶음김치,,,확인필요,,,캔,,false,false,true
동원 양반 단호박죽 285g,죽/스프,즉석조리식품,간편식사,2100,4.9,56,285,1,285,73.68,000578079,https://www.dongwonmall.com/product/detail.do?productId=000578079,동원 양반 단호박죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 양반 버섯 야채죽 420g x 10개,죽/스프,즉석조리식품,간편식사,23900,4.9,56,420,10,4200,56.9,003565773,https://www.dongwonmall.com/product/detail.do?productId=003565773,동원 양반 버섯 야채죽,죽류,레토르트죽,야채,전자레인지,식사대용,파우치,,false,false,true
동원참치 야채참치 150g,참치/연어통조림,통조림,반찬/주재료,2800,4.9,55,150,1,150,186.67,000002174,https://www.dongwonmall.com/product/detail.do?productId=000002174,동원참치 야채참치,참치/통조림,플레이크형,야채,즉석,반찬,캔,,false,false,true
동원 초밥의달인 큰사각유부초밥 378g,아이반찬,반찬,반찬,6280,4.9,55,378,1,378,166.14,001414913,https://www.dongwonmall.com/product/detail.do?productId=001414913,동원 초밥의달인 큰사각유부초밥,,,확인필요,,,,,false,false,true
동원 양반 쇠고기죽 420g x 4개,죽/스프,즉석조리식품,간편식사,11900,4.9,55,420,4,1680,70.83,003565752,https://www.dongwonmall.com/product/detail.do?productId=003565752,동원 양반 쇠고기죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원참치 살코기 라이트스탠다드 135gx20캔,참치/연어통조림,통조림,반찬/주재료,42000,4.9,54,135,20,2700,155.56,003676353,https://www.dongwonmall.com/product/detail.do?productId=003676353,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,"다랑어, 카놀라유, 야채즙 (마일드)",즉석,반찬,캔,맛있다; 가성비; 배송; 빠름,false,false,true
동원 양반 캔볶음김치 160g,반찬/기타통조림,반찬,반찬,1980,4.9,54,160,1,160,123.75,000752601,https://www.dongwonmall.com/product/detail.do?productId=000752601,동원 양반 캔볶음김치,,,확인필요,,,캔,,false,false,true
동원 양반 소고기 미역국 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,19300,4.9,54,460,5,2300,83.91,003566071,https://www.dongwonmall.com/product/detail.do?productId=003566071,동원 양반 소고기 미역국,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
