상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원 리챔 더블라이트 120g,햄/닭가슴살,가공육,반찬/주재료,2400,5,3,120,1,120,200,003610936,https://www.dongwonmall.com/product/detail.do?productId=003610936,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원참치 살코기 라이트스탠다드 135gx5개,참치/연어통조림,통조림,반찬/주재료,11500,5,3,135,5,675,170.37,001479386,https://www.dongwonmall.com/product/detail.do?productId=001479386,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원홈푸드 비비드키친 알룰로스 510g x 2개,올리고당/물엿/조청/꿀,당류,요리재료,15900,4,3,510,2,1020,155.88,003733595,https://www.dongwonmall.com/product/detail.do?productId=003733595,동원홈푸드 비비드키친 알룰로스,,,확인필요,,,,,false,false,true
동원 하루미 마라 떡볶이양념 130g,기타양념,양념,조미료,1980,4.7,3,130,1,130,152.31,003766707,https://www.dongwonmall.com/product/detail.do?productId=003766707,동원 하루미 마라 떡볶이양념,소스/조미료,,확인필요,,,,,false,false,true
동원 자연산골뱅이탕(얼큰한국물) 300g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,13500,4.7,3,300,3,900,150,003600774,https://www.dongwonmall.com/product/detail.do?productId=003600774,동원 자연산골뱅이탕,즉석국/탕,국/탕,"해물, 골뱅이",전자레인지,식사대용,캔,,false,false,true
동원 리챔 순살꼬꼬 200g x 6개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,17400,5,3,200,6,1200,145,003688544,https://www.dongwonmall.com/product/detail.do?productId=003688544,동원 리챔 순살꼬꼬 닭가슴살햄,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 리챔 프로틴 200g x 12캔,햄/닭가슴살,가공육,반찬/주재료,32400,5,3,200,12,2400,135,003577859,https://www.dongwonmall.com/product/detail.do?productId=003577859,동원 리챔 프로틴,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
비비드그린 저당 단호박죽 280g x 2개,죽/스프,즉석조리식품,간편식사,7200,5,3,280,2,560,128.57,003698629,https://www.dongwonmall.com/product/detail.do?productId=003698629,비비드그린 저당 단호박죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
비비드그린 저당 단호박죽 280g x 2개,메인요리,즉석조리식품,메인요리,7200,5,3,280,2,560,128.57,003698629,https://www.dongwonmall.com/product/detail.do?productId=003698629,비비드그린 저당 단호박죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 리챔 더블라이트 300g x 12캔,햄/닭가슴살,가공육,반찬/주재료,45600,5,3,300,12,3600,126.67,003610920,https://www.dongwonmall.com/product/detail.do?productId=003610920,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 참치액 순 500g,고춧가루/액젓,양념,조미료,5980,4.3,3,500,1,500,119.6,003672121,https://www.dongwonmall.com/product/detail.do?productId=003672121,동원 참치액 순,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 참치액 순 500g,동원참치액,소스,조미료,5980,4.3,3,500,1,500,119.6,003672121,https://www.dongwonmall.com/product/detail.do?productId=003672121,동원 참치액 순,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 양반 캔볶음김치 160g x 48캔,반찬/기타통조림,반찬,반찬,78000,5,3,160,48,7680,101.56,003669522,https://www.dongwonmall.com/product/detail.do?productId=003669522,동원 양반 캔볶음김치,,,확인필요,,,캔,,false,false,true
[동원] 동원 쯔유 500gx3개,간장/고추장/된장/쌈장,장류,조미료,14900,5,3,500,3,1500,99.33,003823696,https://www.dongwonmall.com/product/detail.do?productId=003823696,동원 쯔유,,,확인필요,,,,,false,false,true
동원 하루미 소불고기양념 500g,고기/찌개양념,양념,조미료,3980,5,3,500,1,500,79.6,003751044,https://www.dongwonmall.com/product/detail.do?productId=003751044,동원 하루미 소불고기양념,소스/조미료,,확인필요,,,,,false,false,true
동원 하루미 돼지불고기양념 500g,고기/찌개양념,양념,조미료,3980,5,3,500,1,500,79.6,003751052,https://www.dongwonmall.com/product/detail.do?productId=003751052,동원 하루미 돼지불고기양념,소스/조미료,,확인필요,,,,,false,false,true
양반 영양닭죽 285g x 5개,죽/스프,즉석조리식품,간편식사,9900,5,3,285,5,1425,69.47,001251867,https://www.dongwonmall.com/product/detail.do?productId=001251867,양반 영양닭죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 저스트 노슈가 파인애플 425gx6개,과일/옥수수/팥,통조림,간식/요리재료,17500,5,3,425,6,2550,68.63,003731537,https://www.dongwonmall.com/product/detail.do?productId=003731537,동원 저스트 노슈가 파인애플,,,확인필요,,,,,false,false,true
동원 저스트 노슈가 황도 2절 400g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,16200,4.7,3,400,6,2400,67.5,003691117,https://www.dongwonmall.com/product/detail.do?productId=003691117,동원 저스트 노슈가 황도 2절,,,확인필요,,,캔,,false,false,true
동원 저스트 노슈가 황도 2절 400g x 12캔,과일/옥수수/팥,통조림,간식/요리재료,31200,4.7,3,400,12,4800,65,003691118,https://www.dongwonmall.com/product/detail.do?productId=003691118,동원 저스트 노슈가 황도 2절,,,확인필요,,,캔,,false,false,true
동원 요리 올리고당 700ml,올리고당/물엿/조청/꿀,당류,요리재료,3900,5,3,700,1,700,55.71,003745444,https://www.dongwonmall.com/product/detail.do?productId=003745444,동원 요리 올리고당,,,확인필요,,,,,false,false,true
동원 양반 참치죽 420g x 20개,죽/스프,즉석조리식품,간편식사,45900,5,3,420,20,8400,54.64,003645683,https://www.dongwonmall.com/product/detail.do?productId=003645683,동원 양반 참치죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 저스트 노슈가 후르츠칵테일 425gx24개(1박스),과일/옥수수/팥,통조림,간식/요리재료,55000,5,3,425,24,10200,53.92,003731576,https://www.dongwonmall.com/product/detail.do?productId=003731576,동원 저스트 노슈가 후르츠칵테일,,,확인필요,,,캔,,false,false,true
동원 지중해 황도 복숭아 820g x 12캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,48000,5,3,820,12,9840,48.78,003618533,https://www.dongwonmall.com/product/detail.do?productId=003618533,동원 지중해 황도 복숭아,,,확인필요,,,캔,,false,false,true
동원 화끈한 골뱅이 140gx2개,골뱅이/수산통조림,통조림,안주/반찬,7400,5,2,140,2,280,264.29,000951430,https://www.dongwonmall.com/product/detail.do?productId=000951430,동원 화끈한 골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원 자연산골뱅이 매실청 140g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,10800,5,2,140,3,420,257.14,003579776,https://www.dongwonmall.com/product/detail.do?productId=003579776,동원 자연산골뱅이 매실청,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원홈푸드 비비드키친 저당 진미채볶음양념 240g,기타양념,양념,조미료,5280,5,2,240,1,240,220,003832651,https://www.dongwonmall.com/product/detail.do?productId=003832651,동원홈푸드 비비드키친 저당 진미채볶음양념,소스/조미료,,확인필요,,,,,false,false,true
동원홈푸드 비비드키친 저당 멸치볶음양념 250g,기타양념,양념,조미료,5280,5,2,250,1,250,211.2,003832643,https://www.dongwonmall.com/product/detail.do?productId=003832643,동원홈푸드 비비드키친 저당 멸치볶음양념,소스/조미료,,확인필요,,,,,false,false,true
동원홈푸드 비비드키친 저당 제육볶음양념 250g,기타양념,양념,조미료,5280,5,2,250,1,250,211.2,003832654,https://www.dongwonmall.com/product/detail.do?productId=003832654,동원홈푸드 비비드키친 저당 제육볶음양념,소스/조미료,,확인필요,,,,,false,false,true
동원참치 뽀로로 키즈 100g,참치/연어통조림,통조림,반찬/주재료,2100,5,2,100,1,100,210,003565336,https://www.dongwonmall.com/product/detail.do?productId=003565336,동원참치 뽀로로 키즈,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 리챔 순닭가슴살 135g,햄/닭가슴살,가공육,반찬/주재료,2680,5,2,135,1,135,198.52,003688554,https://www.dongwonmall.com/product/detail.do?productId=003688554,동원 리챔 순닭가슴살,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
비비드그린 비건 짜장 180g,짜장,소스,요리재료,3500,5,2,180,1,180,194.44,003636692,https://www.dongwonmall.com/product/detail.do?productId=003636692,비비드그린 비건 짜장,,,확인필요,,,,,false,false,true
비비드그린 비건 짜장 180g,메인요리,즉석조리식품,메인요리,3500,5,2,180,1,180,194.44,003636692,https://www.dongwonmall.com/product/detail.do?productId=003636692,비비드그린 비건 짜장,,,확인필요,,,,,false,false,true
비비드그린 비건 짜장 180g,밑반찬,반찬,반찬,3500,5,2,180,1,180,194.44,003636692,https://www.dongwonmall.com/product/detail.do?productId=003636692,비비드그린 비건 짜장,,,확인필요,,,,,false,false,true
동원참치 살코기 라이트스탠다드 90gx5캔,참치/연어통조림,통조림,반찬/주재료,8500,5,2,90,5,450,188.89,003744170,https://www.dongwonmall.com/product/detail.do?productId=003744170,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 하루미 매콤달콤 떡볶이양념 130g,기타양념,양념,조미료,1980,5,2,130,1,130,152.31,003766706,https://www.dongwonmall.com/product/detail.do?productId=003766706,동원 하루미 매콤달콤 떡볶이양념,소스/조미료,,스파이시(고추소스),,,,,false,false,true
[4%적립금] 동원 양반 버섯 야채죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,5,2,420,60,25200,49.13,003686512,https://www.dongwonmall.com/product/detail.do?productId=003686512,동원 양반 버섯 야채죽 박스,죽류,레토르트죽,야채,전자레인지,식사대용,파우치,,false,false,true
[4%적립금] 동원 양반 밤단팥죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,5,2,420,60,25200,49.13,003686509,https://www.dongwonmall.com/product/detail.do?productId=003686509,동원 양반 밤단팥죽 박스,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 자연산골뱅이탕(얼큰한국물) 300g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,21500,5,2,300,5,1500,143.33,003600782,https://www.dongwonmall.com/product/detail.do?productId=003600782,동원 자연산골뱅이탕,즉석국/탕,국/탕,"해물, 골뱅이",전자레인지,식사대용,캔,,false,false,true
동원 자연산골뱅이탕(얼큰한국물) 300g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,40000,5,2,300,10,3000,133.33,003600783,https://www.dongwonmall.com/product/detail.do?productId=003600783,동원 자연산골뱅이탕,즉석국/탕,국/탕,"해물, 골뱅이",전자레인지,식사대용,캔,,false,false,true
동원 김치찌개용 꽁치 300g x 9캔,고등어/꽁치통조림,통조림,반찬,35100,5,2,300,9,2700,130,003568986,https://www.dongwonmall.com/product/detail.do?productId=003568986,동원 김치찌개용 꽁치,즉석국/탕,국/탕,"해물, 꽁치",전자레인지,식사대용,캔,,false,false,true
비비드그린 저당 단호박죽 280g,죽/스프,즉석조리식품,간편식사,3500,5,2,280,1,280,125,003636683,https://www.dongwonmall.com/product/detail.do?productId=003636683,비비드그린 저당 단호박죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
비비드그린 저당 단호박죽 280g,메인요리,즉석조리식품,메인요리,3500,5,2,280,1,280,125,003636683,https://www.dongwonmall.com/product/detail.do?productId=003636683,비비드그린 저당 단호박죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 떡볶이의신 짜장떡볶이 385g (2인분) x 3개,떡볶이/떡류,떡류,간식,12900,5,2,385,3,1155,111.69,001572229,https://www.dongwonmall.com/product/detail.do?productId=001572229,동원 떡볶이의신 짜장떡볶이,,,확인필요,,,,,false,false,true
동원 미니파인코코 227g x 3캔,과일/옥수수/팥,통조림,간식/요리재료,5700,4,2,227,3,681,83.7,001478539,https://www.dongwonmall.com/product/detail.do?productId=001478539,동원 미니파인코코,,,확인필요,,,캔,,false,false,true
[4% 적립금] 동원 양반 떡국떡 700gx10개(1박스) / 실온,떡볶이/떡류,떡류,간식,44000,5,2,700,10,7000,62.86,003745486,https://www.dongwonmall.com/product/detail.do?productId=003745486,동원 양반 떡국떡 실온,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 Dole 파인애플 432g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,16000,4.5,2,432,6,2592,61.73,003618601,https://www.dongwonmall.com/product/detail.do?productId=003618601,동원 Dole 파인애플,,,확인필요,,,캔,,false,false,true
동원 양반 들깨닭죽 420g x 20개,죽/스프,즉석조리식품,간편식사,51000,5,2,420,20,8400,60.71,003645677,https://www.dongwonmall.com/product/detail.do?productId=003645677,동원 양반 들깨닭죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 복숭아 백도 400g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,14000,5,2,400,6,2400,58.33,003618535,https://www.dongwonmall.com/product/detail.do?productId=003618535,동원 복숭아 백도,,,확인필요,,,캔,,false,false,true
[동원] 동원참치뱃살 깊은 간장맛 135g,참치/연어통조림,통조림,반찬/주재료,3480,5,1,135,1,135,257.78,003811229,https://www.dongwonmall.com/product/detail.do?productId=003811229,동원참치뱃살 깊은 간장맛,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
