상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
[4%적립금] 동원 저스트 노슈가 파인애플 425gx48개(2박스),과일/옥수수/팥,통조림,간식/요리재료,95000,5,6,425,48,20400,46.57,003731550,https://www.dongwonmall.com/product/detail.do?productId=003731550,동원 저스트 노슈가 파인애플,,,확인필요,,,,,false,false,true
동원 저스트 노슈가 후르츠칵테일 822gx6개,과일/옥수수/팥,통조림,간식/요리재료,22900,5,6,822,6,4932,46.43,003731542,https://www.dongwonmall.com/product/detail.do?productId=003731542,동원 저스트 노슈가 후르츠칵테일,,,확인필요,,,캔,,false,false,true
[2%적립금] 동원 지중해 황도 복숭아 820g,과일/옥수수/팥,통조림,간식/요리재료,3400,4.2,6,820,1,820,41.46,000532277,https://www.dongwonmall.com/product/detail.do?productId=000532277,동원 지중해 황도 복숭아,,,확인필요,,,캔,,false,false,true
[4%적립금] 동원 양반 전복죽 287g 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,126900,5,5,287,72,20664,61.41,003686269,https://www.dongwonmall.com/product/detail.do?productId=003686269,동원 양반 전복죽 박스,죽류,레토르트죽,"해물, 전복",전자레인지,식사대용,캔,,false,false,true
[4%적립금] 동원 야채죽 287g 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,5,5,287,72,20664,49.51,003686301,https://www.dongwonmall.com/product/detail.do?productId=003686301,동원 야채죽 박스,죽류,레토르트죽,야채,전자레인지,식사대용,캔,,false,false,true
동원 자연산왕골뱅이 400g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,26900,5,5,400,3,1200,224.17,003600753,https://www.dongwonmall.com/product/detail.do?productId=003600753,동원 자연산왕골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원참치 스프레드 갈릭마요 100gx10캔,참치/연어통조림,통조림,반찬/주재료,20000,3.6,5,100,10,1000,200,003675797,https://www.dongwonmall.com/product/detail.do?productId=003675797,동원참치 스프레드 갈릭마요,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 살코기 라이트스탠다드 135gx3캔,참치/연어통조림,통조림,반찬/주재료,7000,5,5,135,3,405,172.84,001479384,https://www.dongwonmall.com/product/detail.do?productId=001479384,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 초밥의달인 큰사각유부초밥 189g x 2개,아이반찬,반찬,반찬,6200,5,5,189,2,378,164.02,001421904,https://www.dongwonmall.com/product/detail.do?productId=001421904,동원 초밥의달인 큰사각유부초밥,,,확인필요,,,,,false,false,true
동원 자연산꽁치 300g,고등어/꽁치통조림,통조림,반찬,4700,5,5,300,1,300,156.67,003646938,https://www.dongwonmall.com/product/detail.do?productId=003646938,동원 자연산꽁치,수산가공/통조림,,"해물, 꽁치",즉석,식재료,캔,,false,false,true
동원 리챔 프로틴 200g,햄/닭가슴살,가공육,반찬/주재료,3000,5,5,200,1,200,150,001425338,https://www.dongwonmall.com/product/detail.do?productId=001425338,동원 리챔 프로틴,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 리챔 순살꼬꼬 200g x 3개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,8900,5,5,200,3,600,148.33,003688543,https://www.dongwonmall.com/product/detail.do?productId=003688543,동원 리챔 순살꼬꼬 닭가슴살햄,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 리챔 더블라이트 300g x 3캔,햄/닭가슴살,가공육,반찬/주재료,12300,4.8,5,300,3,900,136.67,003610919,https://www.dongwonmall.com/product/detail.do?productId=003610919,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 리챔 더블라이트 300g x 6캔,햄/닭가슴살,가공육,반찬/주재료,24000,5,5,300,6,1800,133.33,001479637,https://www.dongwonmall.com/product/detail.do?productId=001479637,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 리챔 더블라이트 300g x 9캔,햄/닭가슴살,가공육,반찬/주재료,35100,4.6,5,300,9,2700,130,003605753,https://www.dongwonmall.com/product/detail.do?productId=003605753,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 꽁치 230g x 12캔,고등어/꽁치통조림,통조림,반찬,33600,5,5,230,12,2760,121.74,003568977,https://www.dongwonmall.com/product/detail.do?productId=003568977,동원 꽁치,수산가공/통조림,,"해물, 꽁치",즉석,식재료,캔,,false,false,true
동원 미니파인애플 234g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,11000,5,5,234,6,1404,78.35,003619063,https://www.dongwonmall.com/product/detail.do?productId=003619063,동원 미니파인애플,,,확인필요,,,캔,,false,false,true
동원 Dole 파인애플 432g x 12캔(1/2박스),과일/옥수수/팥,통조림,간식/요리재료,30000,4.6,5,432,12,5184,57.87,003605738,https://www.dongwonmall.com/product/detail.do?productId=003605738,동원 Dole 파인애플,,,확인필요,,,캔,,false,false,true
동원 양반 진국 사골곰탕 300g (1인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,4400,5,5,300,3,900,48.89,001480861,https://www.dongwonmall.com/product/detail.do?productId=001480861,동원 양반 진국 사골곰탕,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,false,false,true
동원 자연산골뱅이 230g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,12000,5,4,230,2,460,260.87,003689645,https://www.dongwonmall.com/product/detail.do?productId=003689645,동원 자연산골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원 한입골뱅이 400g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,26900,4.8,4,400,3,1200,224.17,003601032,https://www.dongwonmall.com/product/detail.do?productId=003601032,동원 한입골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원참치 루피는 참치마요 100g,참치/연어통조림,통조림,반찬/주재료,2100,5,4,100,1,100,210,003569156,https://www.dongwonmall.com/product/detail.do?productId=003569156,동원참치 루피는 참치마요,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 초밥의달인 국산콩 유부초밥(고소한맛) 330g x 2개,아이반찬,반찬,반찬,12400,5,4,330,2,660,187.88,001421914,https://www.dongwonmall.com/product/detail.do?productId=001421914,동원 초밥의달인 국산콩 유부초밥,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 마일드참치 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,5,4,150,3,450,182.22,000528004,https://www.dongwonmall.com/product/detail.do?productId=000528004,동원 마일드참치,참치/통조림,플레이크형,마일드,즉석,반찬,캔,,false,false,true
동원참치 DHA 250g x 5캔,참치/연어통조림,통조림,반찬/주재료,18900,4.8,4,250,5,1250,151.2,000322714,https://www.dongwonmall.com/product/detail.do?productId=000322714,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 리챔 더블라이트 300g,햄/닭가슴살,가공육,반찬/주재료,4300,4.8,4,300,1,300,143.33,001425342,https://www.dongwonmall.com/product/detail.do?productId=001425342,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 리챔 200g x 9캔,햄/닭가슴살,가공육,반찬/주재료,25600,5,4,200,9,1800,142.22,003567233,https://www.dongwonmall.com/product/detail.do?productId=003567233,동원 리챔,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 자연산꽁치 300g x 6캔,고등어/꽁치통조림,통조림,반찬,23100,4,4,300,6,1800,128.33,003586726,https://www.dongwonmall.com/product/detail.do?productId=003586726,동원 자연산꽁치,수산가공/통조림,,"해물, 꽁치",즉석,식재료,캔,,false,false,true
동원 떡볶이의신 우리쌀 로제떡볶이 360g(2인) x 2개,떡볶이/떡류,떡류,간식,8900,5,4,360,2,720,123.61,003607105,https://www.dongwonmall.com/product/detail.do?productId=003607105,동원 떡볶이의신 우리쌀 로제떡볶이,,,확인필요,,,,,false,false,true
동원 참치액 진 500g,고춧가루/액젓,양념,조미료,5980,5,4,500,1,500,119.6,003671671,https://www.dongwonmall.com/product/detail.do?productId=003671671,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 참치액 진 500g,동원참치액,소스,조미료,5980,5,4,500,1,500,119.6,003671671,https://www.dongwonmall.com/product/detail.do?productId=003671671,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 런천미트 340g x 4캔,햄/닭가슴살,가공육,반찬/주재료,12900,4.8,4,340,4,1360,94.85,001479473,https://www.dongwonmall.com/product/detail.do?productId=001479473,동원 런천미트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
[4%적립금] 동원참치 라이트스탠다드 1.88kg x 6개(1박스),참치/연어통조림,통조림,반찬/주재료,99000,4.5,4,1880,6,11280,87.77,001239243,https://www.dongwonmall.com/product/detail.do?productId=001239243,동원참치 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 양반 떡국떡 700g / 실온,떡볶이/떡류,떡류,간식,5980,4.8,4,700,1,700,85.43,003745450,https://www.dongwonmall.com/product/detail.do?productId=003745450,동원 양반 떡국떡 실온,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 떡국떡 700gx2개 / 실온,떡볶이/떡류,떡류,간식,11500,5,4,700,2,1400,82.14,003745484,https://www.dongwonmall.com/product/detail.do?productId=003745484,동원 양반 떡국떡 실온,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 미니파인코코 227g x 12캔(1/2박스),과일/옥수수/팥,통조림,간식/요리재료,21500,5,4,227,12,2724,78.93,003619061,https://www.dongwonmall.com/product/detail.do?productId=003619061,동원 미니파인코코,,,확인필요,,,캔,,false,false,true
동원 저스트 노슈가 황도 슬라이스 400g x 12캔,과일/옥수수/팥,통조림,간식/요리재료,33900,3.8,4,400,12,4800,70.62,003691086,https://www.dongwonmall.com/product/detail.do?productId=003691086,동원 저스트 노슈가 황도 슬라이스,,슬라이스형,확인필요,,,캔,,false,false,true
동원 지중해 황도 복숭아 820g x 3캔,과일/옥수수/팥,통조림,간식/요리재료,14100,5,4,820,3,2460,57.32,003618529,https://www.dongwonmall.com/product/detail.do?productId=003618529,동원 지중해 황도 복숭아,,,확인필요,,,캔,,false,false,true
동원 Dole 파인애플 432g x 24캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,55000,5,4,432,24,10368,53.05,003618604,https://www.dongwonmall.com/product/detail.do?productId=003618604,동원 Dole 파인애플,,,확인필요,,,캔,,false,false,true
동원 저스트 노슈가 후르츠칵테일 822g x 2캔,과일/옥수수/팥,통조림,간식/요리재료,7980,5,4,822,2,1644,48.54,003789925,https://www.dongwonmall.com/product/detail.do?productId=003789925,동원 저스트 노슈가 후르츠칵테일,,,확인필요,,,캔,,false,false,true
동원 히말라야 핑크솔트 100g,소금,양념,조미료,3900,5,3,100,1,100,390,003745438,https://www.dongwonmall.com/product/detail.do?productId=003745438,동원 히말라야 핑크솔트,,,확인필요,,,,,false,false,true
