상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원참치 매운고추참치 150g,참치/연어통조림,통조림,반찬/주재료,2800,5,48,150,1,150,186.67,000419244,https://www.dongwonmall.com/product/detail.do?productId=000419244,동원참치 매운고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,false,false,true
동원 초밥의달인 큰사각유부초밥 378g x 2개,아이반찬,반찬,반찬,11900,5,48,378,2,756,157.41,001421902,https://www.dongwonmall.com/product/detail.do?productId=001421902,동원 초밥의달인 큰사각유부초밥,,,확인필요,,,,,false,false,true
동원 양반 야채죽 287g,죽/스프,즉석조리식품,간편식사,2100,4.9,48,287,1,287,73.17,000002223,https://www.dongwonmall.com/product/detail.do?productId=000002223,동원 양반 야채죽,죽류,레토르트죽,야채,전자레인지,식사대용,캔,,false,false,true
동원참치 고추참치 250g x 20캔,참치/연어통조림,통조림,반찬/주재료,66000,5,47,250,20,5000,132,003667799,https://www.dongwonmall.com/product/detail.do?productId=003667799,동원참치 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,매콤하다; 맛있다; 간편,false,false,true
[4%적립금] 동원 복숭아 백도 400g x 24개(1박스),과일/옥수수/팥,통조림,간식/요리재료,48000,5,47,400,24,9600,50,003687755,https://www.dongwonmall.com/product/detail.do?productId=003687755,동원 복숭아 백도,,,확인필요,,,,,false,false,true
[특가] 동원 자연산왕골뱅이 400g x 4캔,골뱅이/수산통조림,통조림,안주/반찬,33400,4.9,46,400,4,1600,208.75,003704081,https://www.dongwonmall.com/product/detail.do?productId=003704081,동원 자연산왕골뱅이,수산가공/통조림,슬라이스형,골뱅이,즉석,식재료,캔,,false,false,true
동원참치 김치찌개용 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,13500,5,46,150,5,750,180,000002628,https://www.dongwonmall.com/product/detail.do?productId=000002628,동원참치 김치찌개용,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 고등어 300g x 5캔,고등어/꽁치통조림,통조림,반찬,11500,4.9,46,300,5,1500,76.67,001358839,https://www.dongwonmall.com/product/detail.do?productId=001358839,동원 고등어,,,확인필요,,,캔,,false,false,true
동원 양반 참치죽 285g x 4개,죽/스프,즉석조리식품,간편식사,7200,4.8,46,285,4,1140,63.16,003565324,https://www.dongwonmall.com/product/detail.do?productId=003565324,동원 양반 참치죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 고등어 400g x 5캔,고등어/꽁치통조림,통조림,반찬,12000,4.8,46,400,5,2000,60,001479738,https://www.dongwonmall.com/product/detail.do?productId=001479738,동원 고등어,,,확인필요,,,캔,,false,false,true
동원참치 동원맛참 고소참기름 135g x 10캔,참치/연어통조림,통조림,반찬/주재료,25000,5,45,135,10,1350,185.19,003646914,https://www.dongwonmall.com/product/detail.do?productId=003646914,동원참치 동원맛참 고소참기름,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 김치찌개용 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,5,45,150,3,450,182.22,001479471,https://www.dongwonmall.com/product/detail.do?productId=001479471,동원참치 김치찌개용,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 양반 밤단팥죽 420g,죽/스프,즉석조리식품,간편식사,3200,4.9,45,420,1,420,76.19,001073679,https://www.dongwonmall.com/product/detail.do?productId=001073679,동원 양반 밤단팥죽,죽류,레토르트죽,"단팥, 밤",전자레인지,식사대용,파우치,,false,false,true
동원 지중해 황도 복숭아 820g,과일/옥수수/팥,통조림,간식/요리재료,3700,4.9,45,820,1,820,45.12,000456624,https://www.dongwonmall.com/product/detail.do?productId=000456624,동원 지중해 황도 복숭아,,,확인필요,,,,,false,false,true
동원참치 뽀로로 키즈 100g x 10캔,참치/연어통조림,통조림,반찬/주재료,21000,4.9,44,100,10,1000,210,003565333,https://www.dongwonmall.com/product/detail.do?productId=003565333,동원참치 뽀로로 키즈,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 양반 캔김치 160g x 10캔,반찬/기타통조림,반찬,반찬,18500,4.6,44,160,10,1600,115.62,000645257,https://www.dongwonmall.com/product/detail.do?productId=000645257,동원 양반 캔김치,,,확인필요,,,캔,,false,false,true
동원 양반 수라 부대찌개 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,24000,4.8,44,460,5,2300,104.35,001478665,https://www.dongwonmall.com/product/detail.do?productId=001478665,동원 양반 수라 부대찌개,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 복숭아 백도 400g x 3캔,과일/옥수수/팥,통조림,간식/요리재료,8400,4.8,44,400,3,1200,70,001479850,https://www.dongwonmall.com/product/detail.do?productId=001479850,동원 복숭아 백도,,,확인필요,,,캔,,false,false,true
동원 떡볶이의신 고소한치즈 컵떡볶이 160g,떡볶이/떡류,떡류,간식,2700,4.7,42,160,1,160,168.75,001019698,https://www.dongwonmall.com/product/detail.do?productId=001019698,동원 떡볶이의신 고소한치즈 컵떡볶이,,,치즈,,,용기/트레이,,false,false,true
동원참치 매운고추참치 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,5,41,150,3,450,182.22,001479466,https://www.dongwonmall.com/product/detail.do?productId=001479466,동원참치 매운고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,false,false,true
동원 양반 백합우거지된장국 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,4300,4.8,41,460,1,460,93.48,001312566,https://www.dongwonmall.com/product/detail.do?productId=001312566,동원 양반 백합우거지된장국,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 백합 미역국 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,19300,4.8,41,460,5,2300,83.91,003566162,https://www.dongwonmall.com/product/detail.do?productId=003566162,동원 양반 백합 미역국,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 진국 소고기무국 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,12000,4.7,41,460,3,1380,86.96,003566166,https://www.dongwonmall.com/product/detail.do?productId=003566166,동원 양반 진국 소고기무국,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 꽁치 230g x 3캔,고등어/꽁치통조림,통조림,반찬,9900,4.9,40,230,3,690,143.48,001479730,https://www.dongwonmall.com/product/detail.do?productId=001479730,동원 꽁치,,,꽁치,,,캔,,false,false,true
동원 양반 진국 사골곰탕 300g (1인분) x 20개,국/탕/찌개,즉석조리식품,간편식사,22900,4.9,40,300,20,6000,38.17,001358914,https://www.dongwonmall.com/product/detail.do?productId=001358914,동원 양반 진국 사골곰탕,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,false,false,true
동원 자연산골뱅이 230g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,52800,5,39,230,10,2300,229.57,003689644,https://www.dongwonmall.com/product/detail.do?productId=003689644,동원 자연산골뱅이,수산가공/통조림,슬라이스형,골뱅이,즉석,식재료,캔,,false,false,true
동원참치 DHA 150g x 10캔,참치/연어통조림,통조림,반찬/주재료,27000,4.8,39,150,10,1500,180,000522364,https://www.dongwonmall.com/product/detail.do?productId=000522364,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 매운고추참치 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,13500,5,39,150,5,750,180,000453384,https://www.dongwonmall.com/product/detail.do?productId=000453384,동원참치 매운고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,false,false,true
동원 양반 캔볶음김치 160g x 5캔,반찬/기타통조림,반찬,반찬,9500,4.9,39,160,5,800,118.75,003565789,https://www.dongwonmall.com/product/detail.do?productId=003565789,동원 양반 캔볶음김치,,,확인필요,,,캔,,false,false,true
동원 양반 전통잣죽 285g x 4개,죽/스프,즉석조리식품,간편식사,8600,4.8,39,285,4,1140,75.44,003565337,https://www.dongwonmall.com/product/detail.do?productId=003565337,동원 양반 전통잣죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 마일드참치 150g,참치/연어통조림,통조림,반찬/주재료,2800,4.9,38,150,1,150,186.67,000002161,https://www.dongwonmall.com/product/detail.do?productId=000002161,동원 마일드참치,참치/통조림,플레이크형,마일드,즉석,반찬,캔,,false,false,true
동원참치 DHA 250g,참치/연어통조림,통조림,반찬/주재료,3900,4.9,38,250,1,250,156,000002159,https://www.dongwonmall.com/product/detail.do?productId=000002159,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 고추참치 250g x 5캔,참치/연어통조림,통조림,반찬/주재료,17800,5,38,250,5,1250,142.4,001479515,https://www.dongwonmall.com/product/detail.do?productId=001479515,동원참치 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,매콤하다; 맛있다; 간편,false,false,true
동원 양반 백합우거지된장국 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,19300,4.7,38,460,5,2300,83.91,003566198,https://www.dongwonmall.com/product/detail.do?productId=003566198,동원 양반 백합우거지된장국,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 지중해 황도 복숭아 820g x 12캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,42000,4.9,38,820,12,9840,42.68,003618533,https://www.dongwonmall.com/product/detail.do?productId=003618533,동원 지중해 황도 복숭아,,,확인필요,,,캔,,false,false,true
동원참치 김치찌개용 250g x 3캔,참치/연어통조림,통조림,반찬/주재료,11550,4.9,37,250,3,750,154,001479472,https://www.dongwonmall.com/product/detail.do?productId=001479472,동원참치 김치찌개용,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,캔,,false,false,true
동원참치 김치찌개용 250g x 20캔,참치/연어통조림,통조림,반찬/주재료,65990,4.9,37,250,20,5000,131.98,003667755,https://www.dongwonmall.com/product/detail.do?productId=003667755,동원참치 김치찌개용,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 리챔 340g x 3캔,햄/닭가슴살,가공육,반찬/주재료,12900,5,37,340,3,1020,126.47,000011185,https://www.dongwonmall.com/product/detail.do?productId=000011185,동원 리챔,햄/통조림,블록형,"돼지고기, 소고기 (햄)",조리 필요,반찬,캔,부드럽다; 짠맛; 낮음; 맛있다,false,false,true
동원 양반 수라 한우사골설렁탕 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,5500,4.8,37,460,1,460,119.57,001492995,https://www.dongwonmall.com/product/detail.do?productId=001492995,동원 양반 수라 한우사골설렁탕,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,false,false,true
동원 번데기 130gx3캔,골뱅이/수산통조림,통조림,안주/반찬,4200,4.9,37,130,3,390,107.69,003702277,https://www.dongwonmall.com/product/detail.do?productId=003702277,동원 번데기,,,확인필요,,,캔,,false,false,true
동원 양반 백합죽 420g x 4개,죽/스프,즉석조리식품,간편식사,11900,5,37,420,4,1680,70.83,001479684,https://www.dongwonmall.com/product/detail.do?productId=001479684,동원 양반 백합죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 떡볶이의신 매콤달콤 컵떡볶이 160g,떡볶이/떡류,떡류,간식,2700,5,36,160,1,160,168.75,001019829,https://www.dongwonmall.com/product/detail.do?productId=001019829,동원 떡볶이의신 매콤달콤 컵떡볶이,,,스파이시(고추소스),,,용기/트레이,,false,false,true
동원 리챔 더블라이트 120g x 20캔,햄/닭가슴살,가공육,반찬/주재료,38000,4.9,36,120,20,2400,158.33,003581327,https://www.dongwonmall.com/product/detail.do?productId=003581327,동원 리챔 더블라이트,햄/통조림,블록형,"돼지고기, 소고기 (햄)",조리 필요,반찬,캔,,false,false,true
[4%적립금] 동원참치 라이트스탠다드 250g x 36개(1박스),참치/연어통조림,통조림,반찬/주재료,115000,4.9,36,250,36,9000,127.78,001479440,https://www.dongwonmall.com/product/detail.do?productId=001479440,동원참치 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 양반 버섯 야채죽 420g,죽/스프,즉석조리식품,간편식사,3200,4.9,36,420,1,420,76.19,001332342,https://www.dongwonmall.com/product/detail.do?productId=001332342,동원 양반 버섯 야채죽,죽류,레토르트죽,야채,전자레인지,식사대용,파우치,,false,false,true
동원참치 동원맛참 매콤참기름 135g,참치/연어통조림,통조림,반찬/주재료,2500,5,35,135,1,135,185.19,003646917,https://www.dongwonmall.com/product/detail.do?productId=003646917,동원참치 동원맛참 매콤참기름,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,false,false,true
동원 양반 참치죽 287g x 12개,죽/스프,즉석조리식품,간편식사,19900,5,35,287,12,3444,57.78,001423942,https://www.dongwonmall.com/product/detail.do?productId=001423942,동원 양반 참치죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 초밥의달인 롤유부초밥(고소한맛) 254g,아이반찬,반찬,반찬,5200,4.8,34,254,1,254,204.72,001414910,https://www.dongwonmall.com/product/detail.do?productId=001414910,동원 초밥의달인 롤유부초밥,,,확인필요,,,,,false,false,true
동원참치 김치찌개용 150g,참치/연어통조림,통조림,반찬/주재료,2800,4.9,34,150,1,150,186.67,000002176,https://www.dongwonmall.com/product/detail.do?productId=000002176,동원참치 김치찌개용,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원홈푸드 비비드키친 저칼로리비빔장 280g,기타양념,양념,조미료,3980,4.9,34,280,1,280,142.14,001405961,https://www.dongwonmall.com/product/detail.do?productId=001405961,동원홈푸드 비비드키친 저칼로리비빔장,,,확인필요,,,,,false,false,true
