상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원 참치액 진 900gx3개,고춧가루/액젓,양념,조미료,29940,0,0,900,3,2700,110.89,003672114,https://www.dongwonmall.com/product/detail.do?productId=003672114,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 참치액 진 900gx3개,동원참치액,소스,조미료,29940,0,0,900,3,2700,110.89,003672114,https://www.dongwonmall.com/product/detail.do?productId=003672114,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
[4%적립금] 동원 양반 진국 사골곰탕 500g x 20개입 x 5박스,국/탕/찌개,즉석조리식품,간편식사,109000,0,0,500,100,50000,21.8,003687006,https://www.dongwonmall.com/product/detail.do?productId=003687006,동원 양반 진국 사골곰탕 박스,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,false,false,true
동원 양반 캔갓김치 160g x 48캔,반찬/기타통조림,반찬,반찬,83000,0,0,160,48,7680,108.07,003679980,https://www.dongwonmall.com/product/detail.do?productId=003679980,동원 양반 캔갓김치,,,확인필요,,,캔,,false,false,true
동원 참치액 순 900gx3개,동원참치액,소스,조미료,27000,0,0,900,3,2700,100,003672156,https://www.dongwonmall.com/product/detail.do?productId=003672156,동원 참치액 순,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 참치액 순 900gx3개,분말/액상조미료,조미료,조미료,27000,0,0,900,3,2700,100,003672156,https://www.dongwonmall.com/product/detail.do?productId=003672156,동원 참치액 순,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
[4%적립금] 동원 양반 캔볶음김치 160g x 96캔,반찬/기타통조림,반찬,반찬,153000,0,0,160,96,15360,99.61,003693671,https://www.dongwonmall.com/product/detail.do?productId=003693671,동원 양반 캔볶음김치,,,확인필요,,,캔,,false,false,true
[4% 적립금] 동원 참치다시 300gx30개 ( 1박스),분말/액상조미료,조미료,조미료,89000,0,0,300,30,9000,98.89,003760025,https://www.dongwonmall.com/product/detail.do?productId=003760025,동원 참치다시,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 쯔유 2kg,간장/고추장/된장/쌈장,장류,조미료,18900,0,0,2000,1,2000,94.5,003823699,https://www.dongwonmall.com/product/detail.do?productId=003823699,동원 쯔유,,,확인필요,,,,,false,false,true
[2%적립금] 동원 살코기 참치 라이트스탠다드 3kg,참치/연어통조림,통조림,반찬/주재료,28000,0,0,3000,1,3000,93.33,003760020,https://www.dongwonmall.com/product/detail.do?productId=003760020,동원 살코기 참치 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 하루미 닭볶음탕양념 500g,기타양념,양념,조미료,4480,0,0,500,1,500,89.6,003766709,https://www.dongwonmall.com/product/detail.do?productId=003766709,동원 하루미 닭볶음탕양념,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 미니파인코코 227g,과일/옥수수/팥,통조림,간식/요리재료,2000,0,0,227,1,227,88.11,003619057,https://www.dongwonmall.com/product/detail.do?productId=003619057,동원 미니파인코코,,,확인필요,,,캔,,false,false,true
[4% 적립금] 동원 양반 떡볶이떡 320g x 12개(1박스) / 실온,떡볶이/떡류,떡류,간식,33000,0,0,320,12,3840,85.94,003720745,https://www.dongwonmall.com/product/detail.do?productId=003720745,동원 양반 떡볶이떡 실온,,,확인필요,,,,,false,false,true
동원 쯔유 2kgx3개,간장/고추장/된장/쌈장,장류,조미료,49900,0,0,2000,3,6000,83.17,003823701,https://www.dongwonmall.com/product/detail.do?productId=003823701,동원 쯔유,,,확인필요,,,,,false,false,true
동원 참치액 진 2kgx3개,동원참치액,소스,조미료,49900,0,0,2000,3,6000,83.17,003823710,https://www.dongwonmall.com/product/detail.do?productId=003823710,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 하루미 돼지갈비양념 500g,고기/찌개양념,양념,조미료,3980,0,0,500,1,500,79.6,003751050,https://www.dongwonmall.com/product/detail.do?productId=003751050,동원 하루미 돼지갈비양념,소스/조미료,,확인필요,,,,,false,false,true
동원 양반 떡국떡 700gx5개 / 실온,떡볶이/떡류,떡류,간식,27400,0,0,700,5,3500,78.29,003745485,https://www.dongwonmall.com/product/detail.do?productId=003745485,동원 양반 떡국떡 실온,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
[4% 적립금] 동원 참치다시 1kgx10개(1박스),분말/액상조미료,조미료,조미료,66000,0,0,1000,10,10000,66,003760024,https://www.dongwonmall.com/product/detail.do?productId=003760024,동원 참치다시,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
[4%적립금] 동원 참치다시 2kg x 5개 ( 1박스 ),분말/액상조미료,조미료,조미료,65000,0,0,2000,5,10000,65,003760023,https://www.dongwonmall.com/product/detail.do?productId=003760023,동원 참치다시,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
[2% 적립금] 동원 쯔유 500gx16개 (1box),간장/고추장/된장/쌈장,장류,조미료,48000,0,0,500,16,8000,60,003823697,https://www.dongwonmall.com/product/detail.do?productId=003823697,동원 쯔유,,,확인필요,,,,,false,false,true
[4% 적립금] 동원 하루미 소불고기양념 500g15개 (1박스),고기/찌개양념,양념,조미료,45000,0,0,500,15,7500,60,003760027,https://www.dongwonmall.com/product/detail.do?productId=003760027,동원 하루미 소불고기양념,소스/조미료,,확인필요,,,,,false,false,true
[4% 적립금]동원 하루미 소갈비양념 500gx15개 (1박스),고기/찌개양념,양념,조미료,45000,0,0,500,15,7500,60,003760026,https://www.dongwonmall.com/product/detail.do?productId=003760026,동원 하루미 소갈비양념,소스/조미료,,확인필요,,,,,false,false,true
[4% 적립금] 동원 하루미 돼지갈비양념 500gx15개 (1박스),고기/찌개양념,양념,조미료,45000,0,0,500,15,7500,60,003760028,https://www.dongwonmall.com/product/detail.do?productId=003760028,동원 하루미 돼지갈비양념,소스/조미료,,확인필요,,,,,false,false,true
[2% 적립금] 동원 쯔유 2kgx6개 ( 1box),간장/고추장/된장/쌈장,장류,조미료,69900,0,0,2000,6,12000,58.25,003823703,https://www.dongwonmall.com/product/detail.do?productId=003823703,동원 쯔유,,,확인필요,,,,,false,false,true
